tick_global,waypoint_index,target_row,target_col,target_x,target_y,location_x,location_y,location_z,gps_x,gps_y,gps_z,projected_row,projected_col,distance_to_target_m,arrived,timeout
25,0,40,45,25.0,0.0,0.818886935710907,-0.1799689680337906,0.1869066208600998,0.818886935710907,-0.1799689680337906,0.1869066208600998,40,40,24.18178276838554,False,False
26,0,40,45,25.0,0.0,0.8638110160827637,-0.19279544055461884,0.18465165793895721,0.8638110160827637,-0.19279544055461884,0.18465165793895721,40,40,24.13695897890342,False,False
27,0,40,45,25.0,0.0,0.9089951515197754,-0.20587550103664398,0.1806618869304657,0.9089951515197754,-0.20587550103664398,0.1806618869304657,40,40,24.091884511831463,False,False
28,0,40,45,25.0,0.0,0.9544101357460022,-0.21919171512126923,0.17564032971858978,0.9544101357460022,-0.21919171512126923,0.17564032971858978,40,40,24.04658888341322,False,False
29,0,40,45,25.0,0.0,1.0000301599502563,-0.23272705078125,0.17021964490413666,1.0000301599502563,-0.23272705078125,0.17021964490413666,40,40,24.00109818744681,False,False
30,0,40,45,25.0,0.0,1.0458322763442993,-0.24646435678005219,0.16538071632385254,1.0458322763442993,-0.24646435678005219,0.16538071632385254,40,40,23.95543562559845,False,False
31,0,40,45,25.0,0.0,1.0917965173721313,-0.2603875994682312,0.16153573989868164,1.0917965173721313,-0.2603875994682312,0.16153573989868164,40,40,23.90962139952651,False,False
32,0,40,45,25.0,0.0,1.1379048824310303,-0.27448099851608276,0.15917323529720306,1.1379048824310303,-0.27448099851608276,0.15917323529720306,40,40,23.863673715889917,False,False
33,0,40,45,25.0,0.0,1.1841421127319336,-0.28872981667518616,0.15832111239433289,1.1841421127319336,-0.28872981667518616,0.15832111239433289,40,40,23.817608020403433,False,False
34,0,40,45,25.0,0.0,1.230494737625122,-0.3031197488307953,0.15888690948486328,1.230494737625122,-0.3031197488307953,0.15888690948486328,40,40,23.771437945572377,False,False
35,0,40,45,25.0,0.0,1.2769508361816406,-0.3176371157169342,0.1607285439968109,1.2769508361816406,-0.3176371157169342,0.1607285439968109,40,40,23.72517555185259,False,False
36,0,40,45,25.0,0.0,1.3235002756118774,-0.33226850628852844,0.16365942358970642,1.3235002756118774,-0.33226850628852844,0.16365942358970642,40,40,23.6788310851533,False,False
37,0,40,45,25.0,0.0,1.3701342344284058,-0.3470015227794647,0.16704119741916656,1.3701342344284058,-0.3470015227794647,0.16704119741916656,40,40,23.632413464471707,False,False
38,0,40,45,25.0,0.0,1.4168452024459839,-0.3618238866329193,0.17047587037086487,1.4168452024459839,-0.3618238866329193,0.17047587037086487,40,40,23.585930270615428,False,False
39,0,40,45,25.0,0.0,1.463626742362976,-0.37672364711761475,0.17354649305343628,1.463626742362976,-0.37672364711761475,0.17354649305343628,40,40,23.539387987564776,False,False
40,0,40,45,25.0,0.0,1.5104731321334839,-0.3916892111301422,0.17587785422801971,1.5104731321334839,-0.3916892111301422,0.17587785422801971,40,40,23.492792360942083,False,False
41,0,40,45,25.0,0.0,1.557379961013794,-0.4067091941833496,0.1771911084651947,1.557379961013794,-0.4067091941833496,0.1771911084651947,40,40,23.446147800031262,False,False
42,0,40,45,25.0,0.0,1.6043428182601929,-0.4217723309993744,0.17747047543525696,1.6043428182601929,-0.4217723309993744,0.17747047543525696,40,40,23.39945868742886,False,False
43,0,40,45,25.0,0.0,1.6513584852218628,-0.4368675947189331,0.17676053941249847,1.6513584852218628,-0.4368675947189331,0.17676053941249847,40,40,23.352728189248822,False,False
