episode_seed,map_kind,system_name,target_motion_mode,clue_acquisition_mode,planner_adaptation_mode,policy_name,path_safety_mode,safe_nav_lambda_clearance,time_to_first_detection,time_to_all_found,detection_rate,found_count,known_free_observation_ratio_final,planning_time_ms_mean,path_length,clearance_penalty_raw_mean,near_obstacle_step_ratio,min_clearance_cells_mean,path_invalidations_per_episode,anomaly_top_band_selection_ratio_pre_first_detection,unfound_target_neighborhood_anomaly_mass_ratio_pre_first_detection
0,peninsula_passage,single_usv_infosampled,static,ucb,adaptive,marine_knownmap_path_v2_infosampled,soft_clearance_astar_v1,1.0,,,0.0,0,0.29644466700050076,50.01751538465891,240,0.0026041666666666665,0.0026041666666666665,4.425,0,0.31666666666666665,0.020037524413932018
1,peninsula_passage,single_usv_infosampled,static,ucb,adaptive,marine_knownmap_path_v2_infosampled,soft_clearance_astar_v1,1.0,60,,0.3333333333333333,1,0.29944917376064095,40.90585750002447,240,0.0026041666666666665,0.0026041666666666665,3.825,0,0.4666666666666667,0.02391956756405534
2,peninsula_passage,single_usv_infosampled,static,ucb,adaptive,marine_knownmap_path_v2_infosampled,soft_clearance_astar_v1,1.0,,,0.0,0,0.2794191286930396,42.449152631577725,240,0.03177083333333333,0.03177083333333333,3.725,0,0.5041666666666667,0.023313194308305783
3,peninsula_passage,single_usv_infosampled,static,ucb,adaptive,marine_knownmap_path_v2_infosampled,soft_clearance_astar_v1,1.0,76,,0.3333333333333333,1,0.2954431647471207,41.53915238096791,240,0.0067708333333333336,0.0067708333333333336,3.7,0,0.3815789473684211,0.02399060166276754
4,peninsula_passage,single_usv_infosampled,static,ucb,adaptive,marine_knownmap_path_v2_infosampled,soft_clearance_astar_v1,1.0,8,,0.6666666666666666,2,0.3184777165748623,39.742660975584506,240,0.0026041666666666665,0.0026041666666666665,4.954166666666667,0,1.0,0.04078767823301963
5,peninsula_passage,single_usv_infosampled,static,ucb,adaptive,marine_knownmap_path_v2_infosampled,soft_clearance_astar_v1,1.0,,,0.0,0,0.3783174762143215,51.917645945896105,240,0.0067708333333333336,0.0067708333333333336,3.845833333333333,0,0.35833333333333334,0.024838239527490952
6,peninsula_passage,single_usv_infosampled,static,ucb,adaptive,marine_knownmap_path_v2_infosampled,soft_clearance_astar_v1,1.0,62,,0.3333333333333333,1,0.4504256384576865,72.55468378379364,240,0.05,0.05,4.3875,0,0.3709677419354839,0.03381229399852008
7,peninsula_passage,single_usv_infosampled,static,ucb,adaptive,marine_knownmap_path_v2_infosampled,soft_clearance_astar_v1,1.0,,,0.0,0,0.3082123184777166,46.43807631586433,240,0.05572916666666667,0.05572916666666667,3.6083333333333334,0,0.35833333333333334,0.022543210385756074
8,peninsula_passage,single_usv_infosampled,static,ucb,adaptive,marine_knownmap_path_v2_infosampled,soft_clearance_astar_v1,1.0,28,,0.3333333333333333,1,0.2929394091136705,40.053716666751,240,0.0067708333333333336,0.0067708333333333336,3.8375,0,0.25,0.0258979454101571
9,peninsula_passage,single_usv_infosampled,static,ucb,adaptive,marine_knownmap_path_v2_infosampled,soft_clearance_astar_v1,1.0,115,,0.6666666666666666,2,0.29819729594391586,42.14994210528139,240,0.009895833333333333,0.009895833333333333,3.55,0,0.5217391304347826,0.022223290290655992
0,open_water,single_usv_infosampled,static,anomaly_upper_tail,adaptive,marine_knownmap_path_v2_infosampled,soft_clearance_astar_v1,1.0,49,,0.3333333333333333,1,0.3249336870026525,45.56691351344115,240,0.0026041666666666665,0.0026041666666666665,17.620833333333334,0,0.24489795918367346,0.021756815582512804
1,open_water,single_usv_infosampled,static,anomaly_upper_tail,adaptive,marine_knownmap_path_v2_infosampled,soft_clearance_astar_v1,1.0,70,,0.3333333333333333,1,0.3154288240495137,43.61113250006383,240,0.0026041666666666665,0.0026041666666666665,18.029166666666665,0,0.42857142857142855,0.02180491709577043
2,open_water,single_usv_infosampled,static,anomaly_upper_tail,adaptive,marine_knownmap_path_v2_infosampled,soft_clearance_astar_v1,1.0,,,0.0,0,0.33930150309460655,43.34912894749945,240,0.0026041666666666665,0.0026041666666666665,15.120833333333334,0,0.35,0.02051554231650887
3,open_water,single_usv_infosampled,static,anomaly_upper_tail,adaptive,marine_knownmap_path_v2_infosampled,soft_clearance_astar_v1,1.0,5,,0.3333333333333333,1,0.3322281167108753,44.39785526306208,240,0.0026041666666666665,0.0026041666666666665,17.633333333333333,0,0.0,0.02518044046044339
4,open_water,single_usv_infosampled,static,anomaly_upper_tail,adaptive,marine_knownmap_path_v2_infosampled,soft_clearance_astar_v1,1.0,26,,0.3333333333333333,1,0.3178603006189213,41.767157894810225,240,0.0026041666666666665,0.0026041666666666665,16.066666666666666,0,0.6923076923076923,0.02175042004632963
5,open_water,single_usv_infosampled,static,anomaly_upper_tail,adaptive,marine_knownmap_path_v2_infosampled,soft_clearance_astar_v1,1.0,,,0.0,0,0.3286914235190097,45.05586578948408,240,0.0026041666666666665,0.0026041666666666665,17.5875,0,0.4041666666666667,0.019072148217278803
6,open_water,single_usv_infosampled,static,anomaly_upper_tail,adaptive,marine_knownmap_path_v2_infosampled,soft_clearance_astar_v1,1.0,84,,0.6666666666666666,2,0.3797524314765694,42.116777777866645,240,0.0026041666666666665,0.0026041666666666665,16.725,0,0.35714285714285715,0.02590994266787298
7,open_water,single_usv_infosampled,static,anomaly_upper_tail,adaptive,marine_knownmap_path_v2_infosampled,soft_clearance_astar_v1,1.0,74,,0.3333333333333333,1,0.3167550839964633,45.04795384619707,240,0.0026041666666666665,0.0026041666666666665,17.420833333333334,0,0.40540540540540543,0.024854030798240362
8,open_water,single_usv_infosampled,static,anomaly_upper_tail,adaptive,marine_knownmap_path_v2_infosampled,soft_clearance_astar_v1,1.0,35,,0.6666666666666666,2,0.40959328028293546,46.39513421058214,240,0.0026041666666666665,0.0026041666666666665,14.841666666666667,0,0.4,0.023732704120855295
9,open_water,single_usv_infosampled,static,anomaly_upper_tail,adaptive,marine_knownmap_path_v2_infosampled,soft_clearance_astar_v1,1.0,139,,0.3333333333333333,1,0.33687002652519893,46.6777783783343,240,0.0026041666666666665,0.0026041666666666665,15.254166666666666,0,0.4892086330935252,0.021437141648031087
0,harbor_cove,single_usv_infosampled,static,anomaly_upper_tail,adaptive,marine_knownmap_path_v2_infosampled,soft_clearance_astar_v1,1.0,159,,0.3333333333333333,1,0.46381578947368424,47.94291081076596,240,0.0026041666666666665,0.0026041666666666665,10.691666666666666,0,0.44025157232704404,0.026443159758544627
1,harbor_cove,single_usv_infosampled,static,anomaly_upper_tail,adaptive,marine_knownmap_path_v2_infosampled,soft_clearance_astar_v1,1.0,,,0.0,0,0.4440789473684211,46.18126111128933,240,0.0026041666666666665,0.0026041666666666665,10.208333333333334,0,0.2708333333333333,0.025240735043640113
2,harbor_cove,single_usv_infosampled,static,anomaly_upper_tail,adaptive,marine_knownmap_path_v2_infosampled,soft_clearance_astar_v1,1.0,,,0.0,0,0.4120065789473684,45.30947105257311,240,0.0026041666666666665,0.0026041666666666665,8.25,0,0.4125,0.021778783022798717
3,harbor_cove,single_usv_infosampled,static,anomaly_upper_tail,adaptive,marine_knownmap_path_v2_infosampled,soft_clearance_astar_v1,1.0,189,,0.6666666666666666,2,0.49506578947368424,48.46063783773118,240,0.0026041666666666665,0.0026041666666666665,10.104166666666666,0,0.3915343915343915,0.029536763380019825
4,harbor_cove,single_usv_infosampled,static,anomaly_upper_tail,adaptive,marine_knownmap_path_v2_infosampled,soft_clearance_astar_v1,1.0,219,,0.3333333333333333,1,0.46847587719298245,48.19964736830834,240,0.0026041666666666665,0.0026041666666666665,7.691666666666666,0,0.2557077625570776,0.02753692433589225
5,harbor_cove,single_usv_infosampled,static,anomaly_upper_tail,adaptive,marine_knownmap_path_v2_infosampled,soft_clearance_astar_v1,1.0,15,,0.6666666666666666,2,0.49780701754385964,48.436981578872384,240,0.0026041666666666665,0.0026041666666666665,10.404166666666667,0,0.2,0.03480236216415672
6,harbor_cove,single_usv_infosampled,static,anomaly_upper_tail,adaptive,marine_knownmap_path_v2_infosampled,soft_clearance_astar_v1,1.0,149,,0.6666666666666666,2,0.4649122807017544,43.97376486485882,240,0.0026041666666666665,0.0026041666666666665,10.720833333333333,0,0.44966442953020136,0.02921403035791156
7,harbor_cove,single_usv_infosampled,static,anomaly_upper_tail,adaptive,marine_knownmap_path_v2_infosampled,soft_clearance_astar_v1,1.0,16,,0.3333333333333333,1,0.4237938596491228,42.40579729729369,240,0.0026041666666666665,0.0026041666666666665,11.708333333333334,0,0.0,0.028272765469355685
8,harbor_cove,single_usv_infosampled,static,anomaly_upper_tail,adaptive,marine_knownmap_path_v2_infosampled,soft_clearance_astar_v1,1.0,171,,0.3333333333333333,1,0.40323464912280704,50.767518421109436,240,0.0026041666666666665,0.0026041666666666665,6.029166666666667,0,0.15789473684210525,0.026063288318875315
9,harbor_cove,single_usv_infosampled,static,anomaly_upper_tail,adaptive,marine_knownmap_path_v2_infosampled,soft_clearance_astar_v1,1.0,12,,0.6666666666666666,2,0.5145285087719298,46.31541891899975,240,0.0026041666666666665,0.0026041666666666665,9.404166666666667,0,0.0,0.03729927032380735
0,peninsula_passage,single_usv_infosampled,static,anomaly_upper_tail,adaptive,marine_knownmap_path_v2_infosampled,soft_clearance_astar_v1,1.0,,,0.0,0,0.3042063094641963,38.43764102564306,240,0.0026041666666666665,0.0026041666666666665,3.5458333333333334,0,0.4041666666666667,0.021021222368464338
1,peninsula_passage,single_usv_infosampled,static,anomaly_upper_tail,adaptive,marine_knownmap_path_v2_infosampled,soft_clearance_astar_v1,1.0,60,,0.3333333333333333,1,0.2696544817225839,39.04103589740351,240,0.0026041666666666665,0.0026041666666666665,3.8541666666666665,0,0.4666666666666667,0.02391956756405534
2,peninsula_passage,single_usv_infosampled,static,anomaly_upper_tail,adaptive,marine_knownmap_path_v2_infosampled,soft_clearance_astar_v1,1.0,165,,0.3333333333333333,1,0.3547821732598898,48.03632972962569,240,0.04895833333333333,0.04895833333333333,4.108333333333333,0,0.5333333333333333,0.02485156286926135
3,peninsula_passage,single_usv_infosampled,static,anomaly_upper_tail,adaptive,marine_knownmap_path_v2_infosampled,soft_clearance_astar_v1,1.0,79,,0.3333333333333333,1,0.38482724086129194,41.982461111097614,240,0.0067708333333333336,0.0067708333333333336,3.970833333333333,0,0.4050632911392405,0.024769517957288933
4,peninsula_passage,single_usv_infosampled,static,anomaly_upper_tail,adaptive,marine_knownmap_path_v2_infosampled,soft_clearance_astar_v1,1.0,8,,0.6666666666666666,2,0.3302453680520781,34.583928571399674,240,0.0171875,0.0171875,4.154166666666667,0,1.0,0.04078767823301963
5,peninsula_passage,single_usv_infosampled,static,anomaly_upper_tail,adaptive,marine_knownmap_path_v2_infosampled,soft_clearance_astar_v1,1.0,11,,0.3333333333333333,1,0.3277416124186279,38.80099750003865,240,0.005729166666666666,0.005729166666666666,4.504166666666666,0,0.5454545454545454,0.03168748620560039
6,peninsula_passage,single_usv_infosampled,static,anomaly_upper_tail,adaptive,marine_knownmap_path_v2_infosampled,soft_clearance_astar_v1,1.0,46,,0.6666666666666666,2,0.2769153730595894,41.71295526320089,240,0.0026041666666666665,0.0026041666666666665,3.6666666666666665,0,0.2826086956521739,0.026374624279665672
7,peninsula_passage,single_usv_infosampled,static,anomaly_upper_tail,adaptive,marine_knownmap_path_v2_infosampled,soft_clearance_astar_v1,1.0,,,0.0,0,0.2816725087631447,43.71515526312769,240,0.010342261904761903,0.010342261904761903,3.716666666666667,0,0.3958333333333333,0.022668217115758154
8,peninsula_passage,single_usv_infosampled,static,anomaly_upper_tail,adaptive,marine_knownmap_path_v2_infosampled,soft_clearance_astar_v1,1.0,28,,0.3333333333333333,1,0.43064596895343016,51.130643589716875,240,0.05,0.05,4.404166666666667,0,0.25,0.0258979454101571
9,peninsula_passage,single_usv_infosampled,static,anomaly_upper_tail,adaptive,marine_knownmap_path_v2_infosampled,soft_clearance_astar_v1,1.0,85,,0.6666666666666666,2,0.414121181772659,57.101391666542945,240,0.05416666666666667,0.05416666666666667,4.0125,0,0.6352941176470588,0.022743328727798277
