stage,w_s,w_r,w_e,map_kind,episode_seed,policy_name,target_motion_mode,clue_acquisition_mode,path_safety_mode,success_all_found,time_to_first_detection,time_to_first_detection_censored,time_to_all_found,time_to_all_found_censored,detection_rate,found_count,known_free_observation_ratio_final,planning_time_ms_mean,path_length,switch_count,anchor_switch_count
stage3_we_axis,6.5,2.0,-0.35,peninsula_passage,1,marine_knownmap_path_v2_infosampled,static,ucb,soft_clearance_astar_v1,False,34,34,,241,0.3333333333333333,1,0.8046511627906977,29.47807027020325,240,28,12
stage3_we_axis,6.5,2.0,-0.35,peninsula_passage,2,marine_knownmap_path_v2_infosampled,static,ucb,soft_clearance_astar_v1,True,58,58,231,231,1.0,3,0.7307493540051679,26.220091891937535,231,29,12
stage3_we_axis,6.5,2.0,-0.35,peninsula_passage,3,marine_knownmap_path_v2_infosampled,static,ucb,soft_clearance_astar_v1,False,82,82,,241,0.6666666666666666,2,0.6976744186046512,36.56312702740841,240,28,11
stage3_we_axis,6.5,2.0,-0.35,peninsula_passage,4,marine_knownmap_path_v2_infosampled,static,ucb,soft_clearance_astar_v1,False,34,34,,241,0.6666666666666666,2,0.6382428940568475,28.54799230781515,240,31,9
stage3_we_axis,6.5,2.0,-0.45,open_water,0,marine_knownmap_path_v2_infosampled,static,ucb,soft_clearance_astar_v1,True,60,60,89,89,1.0,3,0.38475499092558985,19.478078571150295,89,11,5
stage3_we_axis,6.5,2.0,-0.45,open_water,1,marine_knownmap_path_v2_infosampled,static,ucb,soft_clearance_astar_v1,True,60,60,120,120,1.0,3,0.4809437386569873,21.228526316056225,120,14,6
stage3_we_axis,6.5,2.0,-0.45,open_water,2,marine_knownmap_path_v2_infosampled,static,ucb,soft_clearance_astar_v1,True,54,54,201,201,1.0,3,0.6361161524500908,18.527862499581715,201,28,13
stage3_we_axis,6.5,2.0,-0.45,open_water,3,marine_knownmap_path_v2_infosampled,static,ucb,soft_clearance_astar_v1,False,52,52,,241,0.3333333333333333,1,0.7155172413793104,20.67179736810718,240,27,8
stage3_we_axis,6.5,2.0,-0.45,open_water,4,marine_knownmap_path_v2_infosampled,static,ucb,soft_clearance_astar_v1,True,37,37,119,119,1.0,3,0.4532667876588022,18.326522222196218,119,14,4
stage3_we_axis,6.5,2.0,-0.45,harbor_cove,0,marine_knownmap_path_v2_infosampled,static,ucb,soft_clearance_astar_v1,True,57,57,192,192,1.0,3,0.5692567567567568,19.273268749884664,192,26,8
stage3_we_axis,6.5,2.0,-0.45,harbor_cove,1,marine_knownmap_path_v2_infosampled,static,ucb,soft_clearance_astar_v1,True,39,39,206,206,1.0,3,0.6807432432432432,19.607263637061063,206,26,8
stage3_we_axis,6.5,2.0,-0.45,harbor_cove,2,marine_knownmap_path_v2_infosampled,static,ucb,soft_clearance_astar_v1,False,38,38,,241,0.6666666666666666,2,0.7978603603603603,22.13876153846519,240,30,10
stage3_we_axis,6.5,2.0,-0.45,harbor_cove,3,marine_knownmap_path_v2_infosampled,static,ucb,soft_clearance_astar_v1,True,38,38,219,219,1.0,3,0.8378378378378378,26.598476470954825,219,25,10
stage3_we_axis,6.5,2.0,-0.45,harbor_cove,4,marine_knownmap_path_v2_infosampled,static,ucb,soft_clearance_astar_v1,True,40,40,100,100,1.0,3,0.4408783783783784,19.274300000445994,100,12,2
stage3_we_axis,6.5,2.0,-0.45,peninsula_passage,0,marine_knownmap_path_v2_infosampled,static,ucb,soft_clearance_astar_v1,True,70,70,192,192,1.0,3,0.6356589147286822,26.933517241559457,192,17,6
stage3_we_axis,6.5,2.0,-0.45,peninsula_passage,1,marine_knownmap_path_v2_infosampled,static,ucb,soft_clearance_astar_v1,False,34,34,,241,0.3333333333333333,1,0.8046511627906977,29.24929189199198,240,28,12
stage3_we_axis,6.5,2.0,-0.45,peninsula_passage,2,marine_knownmap_path_v2_infosampled,static,ucb,soft_clearance_astar_v1,False,58,58,,241,0.6666666666666666,2,0.7989664082687339,32.37953947370299,240,31,11
stage3_we_axis,6.5,2.0,-0.45,peninsula_passage,3,marine_knownmap_path_v2_infosampled,static,ucb,soft_clearance_astar_v1,False,82,82,,241,0.6666666666666666,2,0.6997416020671835,34.013940540053476,240,23,10
stage3_we_axis,6.5,2.0,-0.45,peninsula_passage,4,marine_knownmap_path_v2_infosampled,static,ucb,soft_clearance_astar_v1,False,34,34,,241,0.6666666666666666,2,0.6382428940568475,28.601494872232134,240,31,9
stage3_we_axis,6.5,2.0,-0.55,open_water,0,marine_knownmap_path_v2_infosampled,static,ucb,soft_clearance_astar_v1,True,60,60,89,89,1.0,3,0.38475499092558985,19.959421428471355,89,11,5
stage3_we_axis,6.5,2.0,-0.55,open_water,1,marine_knownmap_path_v2_infosampled,static,ucb,soft_clearance_astar_v1,True,60,60,120,120,1.0,3,0.4809437386569873,21.088047368769033,120,14,6
stage3_we_axis,6.5,2.0,-0.55,open_water,2,marine_knownmap_path_v2_infosampled,static,ucb,soft_clearance_astar_v1,True,54,54,201,201,1.0,3,0.6361161524500908,18.582109375188338,201,28,13
stage3_we_axis,6.5,2.0,-0.55,open_water,3,marine_knownmap_path_v2_infosampled,static,ucb,soft_clearance_astar_v1,False,52,52,,241,0.3333333333333333,1,0.7155172413793104,19.967449999584414,240,27,8
stage3_we_axis,6.5,2.0,-0.55,open_water,4,marine_knownmap_path_v2_infosampled,static,ucb,soft_clearance_astar_v1,True,37,37,119,119,1.0,3,0.4532667876588022,19.15201111094373,119,14,4
stage3_we_axis,6.5,2.0,-0.55,harbor_cove,0,marine_knownmap_path_v2_infosampled,static,ucb,soft_clearance_astar_v1,True,57,57,192,192,1.0,3,0.5692567567567568,19.361796874818538,192,26,8
stage3_we_axis,6.5,2.0,-0.55,harbor_cove,1,marine_knownmap_path_v2_infosampled,static,ucb,soft_clearance_astar_v1,True,39,39,206,206,1.0,3,0.6807432432432432,20.663103030528873,206,26,8
stage3_we_axis,6.5,2.0,-0.55,harbor_cove,2,marine_knownmap_path_v2_infosampled,static,ucb,soft_clearance_astar_v1,False,38,38,,241,0.6666666666666666,2,0.7978603603603603,22.871853846505147,240,30,10
stage3_we_axis,6.5,2.0,-0.55,harbor_cove,3,marine_knownmap_path_v2_infosampled,static,ucb,soft_clearance_astar_v1,True,38,38,231,231,1.0,3,0.8434684684684685,22.684697297164178,231,28,10
stage3_we_axis,6.5,2.0,-0.55,harbor_cove,4,marine_knownmap_path_v2_infosampled,static,ucb,soft_clearance_astar_v1,True,40,40,102,102,1.0,3,0.46396396396396394,17.99155000026076,102,12,2
stage3_we_axis,6.5,2.0,-0.55,peninsula_passage,0,marine_knownmap_path_v2_infosampled,static,ucb,soft_clearance_astar_v1,True,70,70,192,192,1.0,3,0.6356589147286822,24.805786206782393,192,17,6
stage3_we_axis,6.5,2.0,-0.55,peninsula_passage,1,marine_knownmap_path_v2_infosampled,static,ucb,soft_clearance_astar_v1,False,34,34,,241,0.3333333333333333,1,0.8046511627906977,29.41657567518288,240,28,12
stage3_we_axis,6.5,2.0,-0.55,peninsula_passage,2,marine_knownmap_path_v2_infosampled,static,ucb,soft_clearance_astar_v1,False,58,58,,241,0.6666666666666666,2,0.7989664082687339,32.98124210548275,240,31,11
stage3_we_axis,6.5,2.0,-0.55,peninsula_passage,3,marine_knownmap_path_v2_infosampled,static,ucb,soft_clearance_astar_v1,False,82,82,,241,0.6666666666666666,2,0.6997416020671835,34.36452432396362,240,23,10
stage3_we_axis,6.5,2.0,-0.55,peninsula_passage,4,marine_knownmap_path_v2_infosampled,static,ucb,soft_clearance_astar_v1,False,34,34,,241,0.6666666666666666,2,0.6382428940568475,28.208782051082473,240,30,9
