run_kind,policy_step,tick_in_policy_step,tick_global,post_arrival_stabilization_tick,agent_name,planner_callback_step,planned_path_source,preset_trajectory_used,target_cell,target_world,wait_applied,loc_x,loc_y,loc_z,projected_row,projected_col,projection_matches_target,arrived,distance_to_waypoint_m,heading_deg,selected_sensor,fallback_used,rgb_present,rangefinder_present,any_rangefinder_hit,rangefinder_hit_beam_indices,rangefinder_min_positive_range_m,cmd_l,cmd_r,target_heading_deg,heading_error_deg,inter_vessel_distance_m
calibration,1,35,35,False,sv0,True,baseline_GP_mainline_planner,False,"[24, 2]","[-380.0, 160.0, 0.0]",False,-379.8349609375,150.1437530517578,0.17548854649066925,25,2,False,False,9.857628609198274,60.54311780806475,LocationSensor,False,False,True,False,[],,2142.9528582835374,8000.0,90.72974975257226,32.597043856693375,100.28755950928198
calibration,1,35,35,False,sv1,True,baseline_GP_mainline_planner,False,"[36, 2]","[-380.0, 40.0, 0.0]",False,-379.8349914550781,49.85619354248047,0.16586734354496002,35,2,False,False,9.85757470003301,299.4569955561866,LocationSensor,False,False,True,False,[],,8000.0,2142.941009296647,269.27042253788795,-32.59696193856752,100.28755950928198
calibration,1,36,36,False,sv0,True,baseline_GP_mainline_planner,False,"[24, 2]","[-380.0, 160.0, 0.0]",False,-379.79241943359375,150.20045471191406,0.1784665286540985,25,2,False,False,9.801743597176824,62.89336791365182,LocationSensor,False,True,True,False,[],,2500.7053947040645,8000.0,90.95930613000493,30.416188321940183,100.40096282959448
calibration,1,36,36,False,sv1,True,baseline_GP_mainline_planner,False,"[36, 2]","[-380.0, 40.0, 0.0]",False,-379.7924499511719,49.79949188232422,0.1700432002544403,35,2,False,False,9.801689557137932,297.1067615140747,LocationSensor,False,True,True,False,[],,8000.0,2500.6903332157162,269.04086602727733,-30.416129528909266,100.40096282959448
calibration,1,37,37,False,sv0,True,baseline_GP_mainline_planner,False,"[24, 2]","[-380.0, 160.0, 0.0]",False,-379.7471618652344,150.26480102539062,0.182045117020607,25,2,False,False,9.738481719325,65.18500618495713,LocationSensor,False,False,True,False,[],,2830.891719688887,8000.0,91.21349630019412,28.320128386542308,100.5296401977539
calibration,1,37,37,False,sv1,True,baseline_GP_mainline_planner,False,"[36, 2]","[-380.0, 40.0, 0.0]",False,-379.7471618652344,49.73516082763672,0.17440633475780487,35,2,False,False,9.738443585211355,294.81513716224913,LocationSensor,False,False,True,False,[],,8000.0,2830.8730632146157,268.786675438914,-28.320086075160702,100.5296401977539
calibration,1,38,38,False,sv0,True,baseline_GP_mainline_planner,False,"[24, 2]","[-380.0, 160.0, 0.0]",False,-379.6999206542969,150.3362579345703,0.18596941232681274,25,2,False,False,9.668399987633574,67.41953528123072,LocationSensor,False,False,True,False,[],,3135.5209691173245,8000.0,91.48772533717414,26.30271915221701,100.67256546020971
calibration,1,38,38,False,sv1,True,baseline_GP_mainline_planner,False,"[36, 2]","[-380.0, 40.0, 0.0]",False,-379.699951171875,49.663692474365234,0.17868450284004211,35,2,False,False,9.668349473325964,292.58062138973867,LocationSensor,False,False,True,False,[],,8000.0,3135.4779726214,268.512268835833,-26.302868326416103,100.67256546020971
calibration,1,39,39,False,sv0,True,baseline_GP_mainline_planner,False,"[24, 2]","[-380.0, 160.0, 0.0]",False,-379.6515197753906,150.4143829345703,0.1898917555809021,25,2,False,False,9.59194938435356,69.59841308930308,LocationSensor,False,False,True,False,[],,3416.3774374654204,8000.0,91.77858194089052,24.359046659659782,100.82881164550781
calibration,1,39,39,False,sv1,True,baseline_GP_mainline_planner,False,"[36, 2]","[-380.0, 40.0, 0.0]",False,-379.6515197753906,49.5855712890625,0.18239694833755493,35,2,False,False,9.59190363820671,290.40175023338384,LocationSensor,False,False,True,False,[],,8000.0,3416.3549097407144,268.22158970148143,-24.359031688257232,100.82881164550781
