tick_global,wp_ticks,sv0_target_cell,sv0_target_world,sv0_loc_x,sv0_loc_y,sv0_loc_z,sv0_proj_row,sv0_proj_col,sv0_dist_m,sv0_heading_deg,sv0_t_heading_deg,sv0_err_deg,sv0_cmd_l,sv0_cmd_r,sv0_arrived,sv0_loc_avail,sv0_gps_avail,sv0_selected_sensor,sv1_target_cell,sv1_target_world,sv1_loc_x,sv1_loc_y,sv1_loc_z,sv1_proj_row,sv1_proj_col,sv1_dist_m,sv1_heading_deg,sv1_t_heading_deg,sv1_err_deg,sv1_cmd_l,sv1_cmd_r,sv1_arrived,sv1_loc_avail,sv1_gps_avail,sv1_selected_sensor,inter_vessel_distance_m
62,62,"[24, 2]","[-380.0, 160.0]",-379.05340576171875,153.08665466308594,0.24580135941505432,25,2,6.977849554080302,105.95018768310547,97.79661356039493,-8.153574122710552,6137.061823668709,4315.535881310855,False,True,True,LocationSensor,"[35, 3]","[-370.0, 50.0]",-372.2250671386719,50.0,0.15514108538627625,35,3,2.225067138671875,0.0,0.0,0.0,2705.2447001139326,2705.2447001139326,True,True,True,LocationSensor,103.31255769739384
63,63,"[24, 2]","[-380.0, 160.0]",-379.06231689453125,153.22732543945312,0.24569351971149445,25,2,6.837277989767589,107.1719970703125,97.8825430454688,-9.289454024843707,6172.925628477239,4097.641680366368,False,True,True,LocationSensor,"[35, 3]","[-370.0, 50.0]",-372.075927734375,50.0,0.15274454653263092,35,3,2.075927734375,0.0,0.0,0.0,2624.460856119792,2624.460856119792,True,True,True,LocationSensor,103.4634735106062
64,64,"[24, 2]","[-380.0, 160.0]",-379.0746154785156,153.3682098388672,0.24459126591682434,25,2,6.696041909508993,108.3634033203125,97.94362818734837,-10.419775132964133,6206.373575181261,3878.5734678192885,False,True,True,LocationSensor,"[35, 3]","[-370.0, 50.0]",-371.9267883300781,50.0,0.15201963484287262,35,3,1.926788330078125,0.0,0.0,0.0,2543.6770121256513,2543.6770121256513,True,True,True,LocationSensor,103.61504831942135
65,65,"[24, 2]","[-380.0, 160.0]",-379.0902404785156,153.5092010498047,0.24272267520427704,25,2,6.554245448469873,109.52516174316406,97.97868042775916,-11.54648131540489,6237.767604746156,3658.258920281244,False,True,True,LocationSensor,"[35, 3]","[-370.0, 50.0]",-371.7776184082031,50.0,0.15279832482337952,35,3,1.777618408203125,0.0,0.0,0.0,2462.8766377766924,2462.8766377766924,True,True,True,LocationSensor,103.76718721981487
66,66,"[24, 2]","[-380.0, 160.0]",-379.1091613769531,153.6501922607422,0.240292027592659,25,2,6.4119928086243565,110.65800476074219,97.98611933318533,-12.671885427556845,6267.491168752049,3436.564792478688,False,True,True,LocationSensor,"[35, 3]","[-370.0, 50.0]",-371.62847900390625,50.0,0.1549294888973236,35,3,1.62847900390625,0.0,0.0,0.0,2382.092793782552,2382.092793782552,True,True,True,LocationSensor,103.91979101429735
67,67,"[24, 2]","[-380.0, 160.0]",-379.13134765625,153.79107666015625,0.2374821901321411,25,2,6.269392788329571,111.76264190673828,97.9642078149604,-13.798434091777892,6295.928603153401,3213.3288396851426,False,True,True,LocationSensor,"[35, 3]","[-370.0, 50.0]",-371.47930908203125,50.0,0.15810082852840424,35,3,1.47930908203125,0.0,0.0,0.0,2301.2924194335938,2301.2924194335938,True,True,True,LocationSensor,104.07276919836313
68,68,"[24, 2]","[-380.0, 160.0]",-379.1567077636719,153.93174743652344,0.2346331775188446,25,2,6.12656763367476,112.83975219726562,97.91160325195223,-14.92814894531341,6323.419639268915,2988.4391551237886,False,True,True,LocationSensor,"[35, 3]","[-370.0, 50.0]",-371.3301086425781,50.0,0.1618550419807434,35,3,1.330108642578125,0.0,0.0,0.0,2220.475514729818,2220.475514729818,True,True,True,LocationSensor,104.22602256160215
69,69,"[24, 2]","[-380.0, 160.0]",-379.1852111816406,154.07212829589844,0.2320500910282135,25,2,5.983606250315225,113.89002990722656,97.82629192034587,-16.06373798688071,6350.3372711521715,2761.6637601281186,False,True,True,LocationSensor,"[35, 3]","[-370.0, 50.0]",-371.1809387207031,50.0,0.16572205722332,35,3,1.180938720703125,0.0,0.0,0.0,2139.6751403808594,2139.6751403808594,True,True,True,LocationSensor,104.37948201474688
70,70,"[24, 2]","[-380.0, 160.0]",-379.216796875,154.21214294433594,0.229888916015625,25,2,5.84060753961521,114.91413116455078,97.70635927009374,-17.20777189445704,6377.035258183443,2532.7821191060993,False,True,True,LocationSensor,"[35, 3]","[-370.0, 50.0]",-371.0317077636719,50.0,0.16910265386104584,35,3,1.031707763671875,0.0,0.0,0.0,2058.8417053222656,2058.8417053222656,True,True,True,LocationSensor,104.53308768428822
71,71,"[24, 2]","[-380.0, 160.0]",-379.2513427734375,154.35169982910156,0.22828920185565948,25,2,5.697699751957414,115.91267395019531,97.55029228623737,-18.362381663957933,6403.833687635405,2301.638250273473,False,True,True,LocationSensor,"[35, 3]","[-370.0, 50.0]",-370.88250732421875,50.0,0.17151662707328796,35,3,0.88250732421875,0.0,0.0,0.0,1978.0248006184897,1978.0248006184897,True,True,True,LocationSensor,104.68674540742497
72,72,"[24, 2]","[-380.0, 160.0]",-379.28887939453125,154.49075317382812,0.22737570106983185,25,2,5.554952124654823,116.88632202148438,97.3549372319167,-19.53138478956768,6431.158292729688,2067.80505046542,False,True,True,LocationSensor,"[35, 3]","[-370.0, 50.0]",-370.7332458496094,50.0,0.17270825803279877,35,3,0.733245849609375,0.0,0.0,0.0,1897.1748352050781,1897.1748352050781,True,True,True,LocationSensor,104.84043286914103
73,73,"[24, 2]","[-380.0, 160.0]",-379.3292541503906,154.62921142578125,0.2270835041999817,25,2,5.412510499179366,117.8356704711914,97.1186853191394,-20.71698515205202,6459.3237722179865,1831.1048667448877,False,True,True,LocationSensor,"[35, 3]","[-370.0, 50.0]",-370.5840148925781,50.0,0.17256510257720947,35,3,0.584014892578125,0.0,0.0,0.0,1816.3414001464844,1816.3414001464844,True,True,True,LocationSensor,104.99405265660155
74,74,"[24, 2]","[-380.0, 160.0]",-379.3724670410156,154.76705932617188,0.22735346853733063,25,2,5.2704331615547915,118.7613296508789,96.83824088770142,-21.923088763177475,6488.735626158026,1591.0705877654705,False,True,True,LocationSensor,"[35, 3]","[-370.0, 50.0]",-370.4347229003906,50.0,0.17122118175029755,35,3,0.434722900390625,0.0,0.0,0.0,1735.4749043782551,1735.4749043782551,True,True,True,LocationSensor,105.1476104824874
75,75,"[24, 2]","[-380.0, 160.0]",-379.41839599609375,154.90420532226562,0.22801412642002106,25,2,5.128877714957314,119.66385650634766,96.51122746131115,-23.15262904503652,6519.757132721329,1347.4101589132288,False,True,True,LocationSensor,"[35, 3]","[-370.0, 50.0]",-370.2854309082031,50.0,0.16903221607208252,35,3,0.285430908203125,0.0,0.0,0.0,1654.6084086100261,1654.6084086100261,True,True,True,LocationSensor,105.30101303212943
76,76,"[24, 2]","[-380.0, 160.0]",-379.4666442871094,155.0399627685547,0.22895704209804535,24,2,4.988630839598852,120.5372085571289,96.13746579499804,-24.39974276213087,6552.337366936106,1101.382514598963,True,True,True,LocationSensor,"[35, 3]","[-370.0, 50.0]",-370.1361389160156,50.0,0.16643589735031128,35,3,0.136138916015625,0.0,0.0,0.0,1573.7419128417969,1573.7419128417969,True,True,True,LocationSensor,105.45355427343057
