step,policy_name,mode,robot_cell,viewpoint_cell,segment_endpoint_cell,anchor_cell,anchor_source,anchor_centroid_cell,anchor_cluster_size,anchor_cluster_peak,anchor_cluster_mean,viewpoint_rule,replanned_this_step,replan_reason,commit_remaining,planned_commit_window,commit_policy,path_length_current,planned_segment_length,planned_viewpoint_path_length,segment_path_length,fraction_of_path_executed_before_replan,switch_count,explore_utility_raw,explore_utility_norm,focus_utility_raw,focus_utility_norm,recency_utility_raw,recency_utility_norm,exec_cost_raw,exec_cost_norm,segment_turn_count,alpha_focus,kappa_commit,same_anchor_cluster,viewpoint_drift_norm,anchor_retention_bonus,viewpoint_retention_bonus,u_turn_penalty_term,u_turn_penalty_applied,planned_first_move_dir,current_viewpoint_score,best_alternative_score,total_score,anchor_switch_count,focus_anchor_active,focus_on_anchor_cluster_steps,time_since_last_detection,remaining_intensity_mass,peak_intensity_ratio,known_free_observation_ratio,effective_observation_gain,stale_refresh_ratio,detected_count_this_step,collision_this_step,collision_cell,path_invalidations_per_episode
11,marine_knownmap_path_v2,SEARCH,"(6, 5)","(9, 5)","(8, 5)","(12, 7)",clue,"(12, 7)",28,0.7108942153841397,0.6559887989421774,anchor_viewpoint_ring,False,,1,6,adaptive_knownmap_soft,3,8,9,8,0.625,2,48.0035387421875,0.7896370590391592,1.7926292960152637,1.0,0.3216848544973545,0.8180835765164959,8.38125,0.0,1,0.3030351497716417,0.6475,False,1.0,0.0,0.0,2.0,True,"(0, -1)",3.047741917259514,8.644677061351054,8.644677061351054,1,True,11,31,3.809272362518957,1.2165386616295633,0.05405405405405406,0.125,0.0,0,False,,0
12,marine_knownmap_path_v2,SEARCH,"(7, 5)","(9, 5)","(8, 5)","(12, 7)",clue,"(12, 7)",28,0.7108942153841397,0.6559887989421774,anchor_viewpoint_ring,False,,0,6,adaptive_knownmap_soft,2,8,9,8,0.75,2,48.0035387421875,0.7896370590391592,1.7926292960152637,1.0,0.3216848544973545,0.8180835765164959,8.38125,0.0,1,0.3030351497716417,0.6475,False,1.0,0.0,0.0,2.0,True,"(0, -1)",3.047741917259514,8.644677061351054,8.644677061351054,1,True,12,32,3.7882795566276295,1.221297618431056,0.059684684684684686,0.125,0.0,0,False,,0
13,marine_knownmap_path_v2,SEARCH,"(7, 6)","(10, 17)","(7, 13)","(8, 14)",clue,"(8, 14)",12,1.0024751615954701,0.9271173096011102,anchor_viewpoint_ring,True,commit_expired,6,6,adaptive_knownmap_soft,8,8,15,8,0.875,3,64.57312386640623,1.0,2.3727039608147535,1.0,0.7642873263888887,0.5438539762509701,8.0,0.96,0,0.2885394378474847,0.5675,False,1.0,0.0,0.0,0.0,False,"(0, 1)",1.7025000000000001,10.211758635802136,10.211758635802136,2,True,13,33,3.7713248263287067,1.2248665192266568,0.06306306306306306,0.07407407407407407,0.0,0,False,,0
14,marine_knownmap_path_v2,SEARCH,"(7, 7)","(10, 17)","(7, 13)","(8, 14)",clue,"(8, 14)",12,1.0024751615954701,0.9271173096011102,anchor_viewpoint_ring,False,,5,6,adaptive_knownmap_soft,7,8,15,8,0.125,3,64.57312386640623,1.0,2.3727039608147535,1.0,0.7642873263888887,0.5438539762509701,8.0,0.96,0,0.2885394378474847,0.5675,False,1.0,0.0,0.0,0.0,False,"(0, 1)",1.7025000000000001,10.211758635802136,10.211758635802136,2,True,14,34,3.7540975027093926,1.22868011395876,0.06813063063063063,0.1111111111111111,0.0,0,False,,0
15,marine_knownmap_path_v2,SEARCH,"(7, 8)","(10, 17)","(7, 13)","(8, 14)",clue,"(8, 14)",12,1.0024751615954701,0.9271173096011102,anchor_viewpoint_ring,False,,4,6,adaptive_knownmap_soft,6,8,15,8,0.25,3,64.57312386640623,1.0,2.3727039608147535,1.0,0.7642873263888887,0.5438539762509701,8.0,0.96,0,0.2885394378474847,0.5675,False,1.0,0.0,0.0,0.0,False,"(0, 1)",1.7025000000000001,10.211758635802136,10.211758635802136,2,True,15,35,3.735402028032474,1.2331096239334707,0.07376126126126126,0.12345679012345678,0.0,0,False,,0
16,marine_knownmap_path_v2,SEARCH,"(7, 9)","(10, 17)","(7, 13)","(8, 14)",clue,"(8, 14)",12,1.0024751615954701,0.9271173096011102,anchor_viewpoint_ring,False,,3,6,adaptive_knownmap_soft,5,8,15,8,0.375,3,64.57312386640623,1.0,2.3727039608147535,1.0,0.7642873263888887,0.5438539762509701,8.0,0.96,0,0.2885394378474847,0.5675,False,1.0,0.0,0.0,0.0,False,"(0, 1)",1.7025000000000001,10.211758635802136,10.211758635802136,2,True,16,36,3.715255085461272,1.2382422042992671,0.07939189189189189,0.12345679012345678,0.0,0,False,,0
17,marine_knownmap_path_v2,SEARCH,"(7, 10)","(10, 17)","(7, 13)","(8, 14)",clue,"(8, 14)",12,1.0024751615954701,0.9271173096011102,anchor_viewpoint_ring,False,,2,6,adaptive_knownmap_soft,4,8,15,8,0.5,3,64.57312386640623,1.0,2.3727039608147535,1.0,0.7642873263888887,0.5438539762509701,8.0,0.96,0,0.2885394378474847,0.5675,False,1.0,0.0,0.0,0.0,False,"(0, 1)",1.7025000000000001,10.211758635802136,10.211758635802136,2,True,17,37,3.6939848526920933,1.2438934421463246,0.08502252252252253,0.13580246913580246,0.012345679012345678,0,False,,0
18,marine_knownmap_path_v2,SEARCH,"(7, 11)","(10, 17)","(7, 13)","(8, 14)",clue,"(8, 14)",12,1.0024751615954701,0.9271173096011102,anchor_viewpoint_ring,False,,1,6,adaptive_knownmap_soft,3,8,15,8,0.625,3,64.57312386640623,1.0,2.3727039608147535,1.0,0.7642873263888887,0.5438539762509701,8.0,0.96,0,0.2885394378474847,0.5675,False,1.0,0.0,0.0,0.0,False,"(0, 1)",1.7025000000000001,10.211758635802136,10.211758635802136,2,True,18,38,3.671919535050165,1.2499460324155274,0.09121621621621621,0.13580246913580246,0.0,0,False,,0
19,marine_knownmap_path_v2,SEARCH,"(7, 12)","(10, 17)","(7, 13)","(8, 14)",clue,"(8, 14)",12,1.0024751615954701,0.9271173096011102,anchor_viewpoint_ring,False,,0,6,adaptive_knownmap_soft,2,8,15,8,0.75,3,64.57312386640623,1.0,2.3727039608147535,1.0,0.7642873263888887,0.5438539762509701,8.0,0.96,0,0.2885394378474847,0.5675,False,1.0,0.0,0.0,0.0,False,"(0, 1)",1.7025000000000001,10.211758635802136,10.211758635802136,2,True,19,39,3.649317041204565,1.2563261950522868,0.09740990990990991,0.13580246913580246,0.0,0,False,,0
20,marine_knownmap_path_v2,SEARCH,"(7, 13)","(14, 14)","(13, 14)","(12, 17)",clue,"(12, 17)",22,2.2343439889338557,2.0755434939189032,anchor_viewpoint_ring,True,commit_expired,5,5,adaptive_knownmap_soft,8,8,9,8,0.875,4,65.49687603828123,0.8743432391312838,5.122904651260903,1.0,0.3642729726562499,0.5815444352827049,8.25,1.0,1,0.45333244816392065,0.49250000000000005,False,1.0,0.0,0.0,0.0,False,"(0, 1)",9.231622944819694,9.977298854441823,9.977298854441823,3,True,20,40,3.626364848596215,1.2629752198291708,0.1036036036036036,0.13580246913580246,0.0,0,False,,0
21,marine_knownmap_path_v2,SEARCH,"(7, 14)","(14, 14)","(13, 14)","(12, 17)",clue,"(12, 17)",22,2.2343439889338557,2.0755434939189032,anchor_viewpoint_ring,False,,4,5,adaptive_knownmap_soft,7,8,9,8,0.125,4,65.49687603828123,0.8743432391312838,5.122904651260903,1.0,0.3642729726562499,0.5815444352827049,8.25,1.0,1,0.45333244816392065,0.49250000000000005,False,1.0,0.0,0.0,0.0,False,"(0, 1)",9.231622944819694,9.977298854441823,9.977298854441823,3,True,21,41,3.6031932638922495,1.2698524195752228,0.1097972972972973,0.13580246913580246,0.0,0,False,,0
