run_kind,tick_global,policy_step,tick_in_policy_step,reporter_usv_id,agent_id,sensor_id,recommended_rule_id,expected_target_present_for_audit,raw_sensor_found,accepted_candidate,teammate_rejected,range_limited,estimated_world_position,target_world_location_for_audit,target_position_error_m,observer_world_location,planned_observer_world_location,observer_pose_source,matched_range_m,bearing_deg,blob_yaw_deg,matched_beam_index,matched_beam_yaw_deg,beam_yaw_error_deg,local_range_scaled_blob_present,local_blob_area,local_blob_range_scaled_area,sphere_blob_local_candidate_count,sphere_blob_candidate_count,rgb_changed_pixels,rgb_change_bbox_xyxy,rangefinder_hit_beam_indices,rangefinder_min_positive_range_m,nearest_teammate_agent_name,nearest_teammate_distance_m,within_teammate_exclusion_radius,truth_used_for_detection,actor_truth_used_for_detection,target_truth_used_for_detection,teammate_truth_used_for_detection
coexist,18,2,6,sv0,sv0,FrontRGBCamera+fan_rangefinder,sphere_blob_local_range_scaled_any_hit,True,False,False,False,False,,"[31.0, 0.0, 0.5]",,"[3.1221978664398193, -5.867588996887207, 0.15954285860061646]","[7.787234042553192, -6.0, 0.0]",live_location_sensor,,,,,,,False,0,,4,2,220,"[68, 118, 267, 137]","[1, 2]",25.404699325561523,,,False,False,False,False,False
coexist,18,2,6,sv1,sv1,FrontRGBCamera+fan_rangefinder,sphere_blob_local_range_scaled_any_hit,True,False,False,False,False,,"[31.0, 0.0, 0.5]",,"[3.123352289199829, 5.872313976287842, 0.14147600531578064]","[7.787234042553192, 6.0, 0.0]",live_location_sensor,,,,,,,False,0,,2,2,362,"[33, 121, 246, 140]",[0],18.956693649291992,,,False,False,False,False,False
coexist,19,2,7,sv0,sv0,FrontRGBCamera+fan_rangefinder,sphere_blob_local_range_scaled_any_hit,True,False,False,False,False,,"[31.0, 0.0, 0.5]",,"[3.1673429012298584, -5.8556694984436035, 0.16710226237773895]","[8.127659574468085, -6.0, 0.0]",live_location_sensor,,,,,,,False,0,,0,0,0,,"[1, 2]",25.518590927124023,,,False,False,False,False,False
coexist,19,2,7,sv1,sv1,FrontRGBCamera+fan_rangefinder,sphere_blob_local_range_scaled_any_hit,True,False,False,False,False,,"[31.0, 0.0, 0.5]",,"[3.168856143951416, 5.861700534820557, 0.14893025159835815]","[8.127659574468085, 6.0, 0.0]",live_location_sensor,,,,,,,False,0,,0,0,0,,[0],18.84231185913086,,,False,False,False,False,False
coexist,20,2,8,sv0,sv0,FrontRGBCamera+fan_rangefinder,sphere_blob_local_range_scaled_any_hit,True,False,False,False,False,,"[31.0, 0.0, 0.5]",,"[3.2126893997192383, -5.843297004699707, 0.1752987504005432]","[8.46808510638298, -6.0, 0.0]",live_location_sensor,,,,,,,False,0,,0,0,0,,"[1, 2]",25.626670837402344,,,False,False,False,False,False
coexist,20,2,8,sv1,sv1,FrontRGBCamera+fan_rangefinder,sphere_blob_local_range_scaled_any_hit,True,False,False,False,False,,"[31.0, 0.0, 0.5]",,"[3.2146308422088623, 5.85085391998291, 0.15649475157260895]","[8.46808510638298, 6.0, 0.0]",live_location_sensor,,,,,,,False,0,,0,0,0,,[0],18.682531356811523,,,False,False,False,False,False
coexist,21,2,9,sv0,sv0,FrontRGBCamera+fan_rangefinder,sphere_blob_local_range_scaled_any_hit,True,False,False,False,False,,"[31.0, 0.0, 0.5]",,"[3.258206367492676, -5.8304853439331055, 0.1833050698041916]","[8.808510638297872, -6.0, 0.0]",live_location_sensor,,,,,,,False,0,,0,0,0,,"[1, 2]",25.65032386779785,,,False,False,False,False,False
coexist,21,2,9,sv1,sv1,FrontRGBCamera+fan_rangefinder,sphere_blob_local_range_scaled_any_hit,True,False,False,False,False,,"[31.0, 0.0, 0.5]",,"[3.2606518268585205, 5.839806079864502, 0.16310003399848938]","[8.808510638297872, 6.0, 0.0]",live_location_sensor,,,,,,,False,0,,0,0,0,,[0],18.481182098388672,,,False,False,False,False,False
coexist,22,2,10,sv0,sv0,FrontRGBCamera+fan_rangefinder,sphere_blob_local_range_scaled_any_hit,True,False,False,False,False,,"[31.0, 0.0, 0.5]",,"[3.303866147994995, -5.81724739074707, 0.1902591437101364]","[9.148936170212766, -6.0, 0.0]",live_location_sensor,,,,,,,False,0,,0,0,0,,"[1, 2, 8]",25.461772918701172,,,False,False,False,False,False
coexist,22,2,10,sv1,sv1,FrontRGBCamera+fan_rangefinder,sphere_blob_local_range_scaled_any_hit,True,False,False,False,False,,"[31.0, 0.0, 0.5]",,"[3.306898355484009, 5.82858943939209, 0.16807761788368225]","[9.148936170212766, 6.0, 0.0]",live_location_sensor,,,,,,,False,0,,0,0,0,,[0],18.24247932434082,,,False,False,False,False,False
coexist,23,2,11,sv0,sv0,FrontRGBCamera+fan_rangefinder,sphere_blob_local_range_scaled_any_hit,True,False,False,False,False,,"[31.0, 0.0, 0.5]",,"[3.3496437072753906, -5.803595542907715, 0.1952676624059677]","[9.48936170212766, -6.0, 0.0]",live_location_sensor,,,,,,,False,0,,0,0,0,,"[1, 2, 8]",25.282001495361328,,,False,False,False,False,False
coexist,23,2,11,sv1,sv1,FrontRGBCamera+fan_rangefinder,sphere_blob_local_range_scaled_any_hit,True,False,False,False,False,,"[31.0, 0.0, 0.5]",,"[3.3533520698547363, 5.817234992980957, 0.17082586884498596]","[9.48936170212766, 6.0, 0.0]",live_location_sensor,,,,,,,False,0,,0,0,0,,[0],18.015716552734375,,,False,False,False,False,False
coexist,24,2,12,sv0,sv0,FrontRGBCamera+fan_rangefinder,sphere_blob_local_range_scaled_any_hit,True,True,True,False,True,"[30.75670045159128, -10.614057998943611, 0.0]","[31.0, 0.0, 0.5]",10.616846135985712,"[3.395517110824585, -5.789543151855469, 0.19776181876659393]","[9.829787234042552, -6.0, 0.0]",live_location_sensor,27.783273696899414,-10.0,-7.499499999999995,8,-10.0,2.500500000000005,True,25,19297.75743292057,2,1,343,"[26, 124, 293, 183]","[2, 8]",25.110719680786133,teammate_extra0,23.907363323363406,False,False,False,False,False
coexist,24,2,12,sv1,sv1,FrontRGBCamera+fan_rangefinder,sphere_blob_local_range_scaled_any_hit,True,False,False,False,False,,"[31.0, 0.0, 0.5]",,"[3.3999974727630615, 5.8057756423950195, 0.17139124870300293]","[9.829787234042552, 6.0, 0.0]",live_location_sensor,,,,,,,False,0,,3,1,387,"[36, 120, 153, 141]",[0],18.001220703125,,,False,False,False,False,False
coexist,25,3,1,sv0,sv0,FrontRGBCamera+fan_rangefinder,sphere_blob_local_range_scaled_any_hit,True,False,False,False,False,,"[31.0, 0.0, 0.5]",,"[3.441467046737671, -5.77510404586792, 0.1978175938129425]","[10.170212765957446, -6.0, 0.0]",live_location_sensor,,,,,,,False,0,,0,0,0,,"[2, 8]",24.947364807128906,,,False,False,False,False,False
coexist,25,3,1,sv1,sv1,FrontRGBCamera+fan_rangefinder,sphere_blob_local_range_scaled_any_hit,True,False,False,False,False,,"[31.0, 0.0, 0.5]",,"[3.4468207359313965, 5.794244766235352, 0.16993312537670135]","[10.170212765957446, 6.0, 0.0]",live_location_sensor,,,,,,,False,0,,0,0,0,,[0],17.990901947021484,,,False,False,False,False,False
coexist,26,3,2,sv0,sv0,FrontRGBCamera+fan_rangefinder,sphere_blob_local_range_scaled_any_hit,True,False,False,False,False,,"[31.0, 0.0, 0.5]",,"[3.487475872039795, -5.760293006896973, 0.19567973911762238]","[10.51063829787234, -6.0, 0.0]",live_location_sensor,,,,,,,False,0,,0,0,0,,"[2, 8]",24.791414260864258,,,False,False,False,False,False
coexist,26,3,2,sv1,sv1,FrontRGBCamera+fan_rangefinder,sphere_blob_local_range_scaled_any_hit,True,False,False,False,False,,"[31.0, 0.0, 0.5]",,"[3.4938106536865234, 5.782674312591553, 0.1667124480009079]","[10.51063829787234, 6.0, 0.0]",live_location_sensor,,,,,,,False,0,,0,0,0,,[0],17.98503875732422,,,False,False,False,False,False
coexist,27,3,3,sv0,sv0,FrontRGBCamera+fan_rangefinder,sphere_blob_local_range_scaled_any_hit,True,False,False,False,False,,"[31.0, 0.0, 0.5]",,"[3.5335285663604736, -5.745123386383057, 0.1916860044002533]","[10.851063829787234, -6.0, 0.0]",live_location_sensor,,,,,,,False,0,,0,0,0,,[2],24.643068313598633,,,False,False,False,False,False
coexist,27,3,3,sv1,sv1,FrontRGBCamera+fan_rangefinder,sphere_blob_local_range_scaled_any_hit,True,False,False,False,False,,"[31.0, 0.0, 0.5]",,"[3.540956974029541, 5.771096706390381, 0.16214047372341156]","[10.851063829787234, 6.0, 0.0]",live_location_sensor,,,,,,,False,0,,0,0,0,,"[0, 6]",17.98440933227539,,,False,False,False,False,False
coexist,28,3,4,sv0,sv0,FrontRGBCamera+fan_rangefinder,sphere_blob_local_range_scaled_any_hit,True,False,False,False,False,,"[31.0, 0.0, 0.5]",,"[3.5796115398406982, -5.729610443115234, 0.18678715825080872]","[11.191489361702128, -6.0, 0.0]",live_location_sensor,,,,,,,False,0,,0,0,0,,"[2, 3]",24.502222061157227,,,False,False,False,False,False
coexist,28,3,4,sv1,sv1,FrontRGBCamera+fan_rangefinder,sphere_blob_local_range_scaled_any_hit,True,False,False,False,False,,"[31.0, 0.0, 0.5]",,"[3.5882513523101807, 5.75954532623291, 0.1572340428829193]","[11.191489361702128, 6.0, 0.0]",live_location_sensor,,,,,,,False,0,,0,0,0,,"[0, 6]",17.989147186279297,,,False,False,False,False,False
coexist,29,3,5,sv0,sv0,FrontRGBCamera+fan_rangefinder,sphere_blob_local_range_scaled_any_hit,True,False,False,False,False,,"[31.0, 0.0, 0.5]",,"[3.6257131099700928, -5.71376895904541, 0.18172115087509155]","[11.53191489361702, -6.0, 0.0]",live_location_sensor,,,,,,,False,0,,0,0,0,,"[2, 3]",24.36874771118164,,,False,False,False,False,False
coexist,29,3,5,sv1,sv1,FrontRGBCamera+fan_rangefinder,sphere_blob_local_range_scaled_any_hit,True,False,False,False,False,,"[31.0, 0.0, 0.5]",,"[3.6356863975524902, 5.748051166534424, 0.15237902104854584]","[11.53191489361702, 6.0, 0.0]",live_location_sensor,,,,,,,False,0,,0,0,0,,"[0, 1, 6]",17.99999237060547,,,False,False,False,False,False
coexist,30,3,6,sv0,sv0,FrontRGBCamera+fan_rangefinder,sphere_blob_local_range_scaled_any_hit,True,False,False,False,True,"[26.451362778955566, 2.5934611815262283, 0.0]","[31.0, 0.0, 0.5]",5.236042538860265,"[3.671823024749756, -5.69761323928833, 0.17709319293498993]","[11.872340425531915, -6.0, 0.0]",live_location_sensor,24.241479873657227,20.0,20.20625,2,20.0,0.2062500000000007,False,12,7051.792157579141,2,1,208,"[59, 124, 260, 159]","[2, 3]",24.241479873657227,teammate_extra0,10.0197244261214,False,False,False,False,False
coexist,30,3,6,sv1,sv1,FrontRGBCamera+fan_rangefinder,sphere_blob_local_range_scaled_any_hit,True,True,True,False,True,"[31.401098251342773, 5.73664665222168, 0.0]","[31.0, 0.0, 0.5]",5.750651669130764,"[3.683256149291992, 5.73664665222168, 0.14845184981822968]","[11.872340425531915, 6.0, 0.0]",live_location_sensor,27.71784210205078,0.0,1.5237499999999982,6,0.0,1.5237499999999982,True,25,19206.96926985547,2,2,393,"[41, 121, 267, 156]","[0, 1, 6]",18.016677856445312,teammate_extra0,10.478933485228374,False,False,False,False,False
coexist,31,3,7,sv0,sv0,FrontRGBCamera+fan_rangefinder,sphere_blob_local_range_scaled_any_hit,True,False,False,False,False,,"[31.0, 0.0, 0.5]",,"[3.71793270111084, -5.681155681610107, 0.17327146232128143]","[12.212765957446809, -6.0, 0.0]",live_location_sensor,,,,,,,False,0,,0,0,0,,"[2, 3]",24.119977951049805,,,False,False,False,False,False
coexist,31,3,7,sv1,sv1,FrontRGBCamera+fan_rangefinder,sphere_blob_local_range_scaled_any_hit,True,False,False,False,False,,"[31.0, 0.0, 0.5]",,"[3.730955123901367, 5.725363731384277, 0.14588837325572968]","[12.212765957446809, 6.0, 0.0]",live_location_sensor,,,,,,,False,0,,0,0,0,,"[0, 1]",18.03909683227539,,,False,False,False,False,False
coexist,32,3,8,sv0,sv0,FrontRGBCamera+fan_rangefinder,sphere_blob_local_range_scaled_any_hit,True,False,False,False,False,,"[31.0, 0.0, 0.5]",,"[3.7640340328216553, -5.664410591125488, 0.17058725655078888]","[12.553191489361701, -6.0, 0.0]",live_location_sensor,,,,,,,False,0,,0,0,0,,"[2, 3]",24.021076202392578,,,False,False,False,False,False
coexist,32,3,8,sv1,sv1,FrontRGBCamera+fan_rangefinder,sphere_blob_local_range_scaled_any_hit,True,False,False,False,False,,"[31.0, 0.0, 0.5]",,"[3.7787792682647705, 5.714232444763184, 0.1447868049144745]","[12.553191489361701, 6.0, 0.0]",live_location_sensor,,,,,,,False,0,,0,0,0,,"[0, 1]",18.066843032836914,,,False,False,False,False,False
coexist,33,3,9,sv0,sv0,FrontRGBCamera+fan_rangefinder,sphere_blob_local_range_scaled_any_hit,True,False,False,False,False,,"[31.0, 0.0, 0.5]",,"[3.8101212978363037, -5.647388935089111, 0.1690445989370346]","[12.893617021276595, -6.0, 0.0]",live_location_sensor,,,,,,,False,0,,0,0,0,,"[2, 3]",24.03470230102539,,,False,False,False,False,False
coexist,33,3,9,sv1,sv1,FrontRGBCamera+fan_rangefinder,sphere_blob_local_range_scaled_any_hit,True,False,False,False,False,,"[31.0, 0.0, 0.5]",,"[3.8267247676849365, 5.703283309936523, 0.14505913853645325]","[12.893617021276595, 6.0, 0.0]",live_location_sensor,,,,,,,False,0,,0,0,0,,"[0, 1]",18.09975242614746,,,False,False,False,False,False
coexist,34,3,10,sv0,sv0,FrontRGBCamera+fan_rangefinder,sphere_blob_local_range_scaled_any_hit,True,False,False,False,False,,"[31.0, 0.0, 0.5]",,"[3.8561885356903076, -5.630104064941406, 0.1688823252916336]","[13.23404255319149, -6.0, 0.0]",live_location_sensor,,,,,,,False,0,,0,0,0,,"[2, 3]",24.044328689575195,,,False,False,False,False,False
coexist,34,3,10,sv1,sv1,FrontRGBCamera+fan_rangefinder,sphere_blob_local_range_scaled_any_hit,True,False,False,False,False,,"[31.0, 0.0, 0.5]",,"[3.874788761138916, 5.692545413970947, 0.1465086191892624]","[13.23404255319149, 6.0, 0.0]",live_location_sensor,,,,,,,False,0,,0,0,0,,"[0, 1]",18.13748550415039,,,False,False,False,False,False
coexist,35,3,11,sv0,sv0,FrontRGBCamera+fan_rangefinder,sphere_blob_local_range_scaled_any_hit,True,False,False,False,False,,"[31.0, 0.0, 0.5]",,"[3.902230978012085, -5.612566947937012, 0.16996249556541443]","[13.574468085106384, -6.0, 0.0]",live_location_sensor,,,,,,,False,0,,0,0,0,,"[2, 3]",24.049955368041992,,,False,False,False,False,False
coexist,35,3,11,sv1,sv1,FrontRGBCamera+fan_rangefinder,sphere_blob_local_range_scaled_any_hit,True,False,False,False,False,,"[31.0, 0.0, 0.5]",,"[3.9229679107666016, 5.682047367095947, 0.14889946579933167]","[13.574468085106384, 6.0, 0.0]",live_location_sensor,,,,,,,False,0,,0,0,0,,"[0, 1]",17.631601333618164,,,False,False,False,False,False
coexist,36,3,12,sv0,sv0,FrontRGBCamera+fan_rangefinder,sphere_blob_local_range_scaled_any_hit,True,False,False,False,False,,"[31.0, 0.0, 0.5]",,"[3.948245048522949, -5.594787120819092, 0.17192578315734863]","[13.914893617021276, -6.0, 0.0]",live_location_sensor,,,,,,,False,0,,1,1,213,"[86, 123, 195, 137]","[2, 3]",24.052021026611328,,,False,False,False,False,False
coexist,36,3,12,sv1,sv1,FrontRGBCamera+fan_rangefinder,sphere_blob_local_range_scaled_any_hit,True,True,True,False,True,"[31.169337123835685, 3.292292439488335, 0.0]","[31.0, 0.0, 0.5]",3.2966444407337887,"[3.971259832382202, 5.671815872192383, 0.15184320509433746]","[13.914893617021276, 6.0, 0.0]",live_location_sensor,27.301969528198242,-5.0,-0.99375,7,-5.0,4.00625,True,23,17144.143422729303,3,1,377,"[50, 122, 281, 146]","[0, 1, 7]",17.655080795288086,teammate_extra0,11.939943048535529,False,False,False,False,False
coexist,37,4,1,sv0,sv0,FrontRGBCamera+fan_rangefinder,sphere_blob_local_range_scaled_any_hit,True,False,False,False,False,,"[31.0, 0.0, 0.5]",,"[3.994227170944214, -5.576775074005127, 0.17450764775276184]","[14.25531914893617, -6.0, 0.0]",live_location_sensor,,,,,,,False,0,,0,0,0,,"[2, 3]",24.051027297973633,,,False,False,False,False,False
coexist,37,4,1,sv1,sv1,FrontRGBCamera+fan_rangefinder,sphere_blob_local_range_scaled_any_hit,True,False,False,False,False,,"[31.0, 0.0, 0.5]",,"[4.019661903381348, 5.66187858581543, 0.15493151545524597]","[14.25531914893617, 6.0, 0.0]",live_location_sensor,,,,,,,False,0,,0,0,0,,"[0, 1, 7]",17.68255043029785,,,False,False,False,False,False
coexist,38,4,2,sv0,sv0,FrontRGBCamera+fan_rangefinder,sphere_blob_local_range_scaled_any_hit,True,False,False,False,False,,"[31.0, 0.0, 0.5]",,"[4.040174961090088, -5.558541297912598, 0.1775875985622406]","[14.595744680851064, -6.0, 0.0]",live_location_sensor,,,,,,,False,0,,0,0,0,,"[2, 3]",24.047286987304688,,,False,False,False,False,False
coexist,38,4,2,sv1,sv1,FrontRGBCamera+fan_rangefinder,sphere_blob_local_range_scaled_any_hit,True,False,False,False,False,,"[31.0, 0.0, 0.5]",,"[4.06817102432251, 5.652260780334473, 0.15797345340251923]","[14.595744680851064, 6.0, 0.0]",live_location_sensor,,,,,,,False,0,,0,0,0,,"[0, 1, 2, 7]",17.7138729095459,,,False,False,False,False,False
coexist,39,4,3,sv0,sv0,FrontRGBCamera+fan_rangefinder,sphere_blob_local_range_scaled_any_hit,True,False,False,False,False,,"[31.0, 0.0, 0.5]",,"[4.086085319519043, -5.540093898773193, 0.18082202970981598]","[14.936170212765957, -6.0, 0.0]",live_location_sensor,,,,,,,False,0,,0,0,0,,"[2, 3]",24.0405216217041,,,False,False,False,False,False
coexist,39,4,3,sv1,sv1,FrontRGBCamera+fan_rangefinder,sphere_blob_local_range_scaled_any_hit,True,False,False,False,False,,"[31.0, 0.0, 0.5]",,"[4.116784572601318, 5.642987251281738, 0.16038571298122406]","[14.936170212765957, 6.0, 0.0]",live_location_sensor,,,,,,,False,0,,0,0,0,,"[1, 2]",17.74885368347168,,,False,False,False,False,False
coexist,40,4,4,sv0,sv0,FrontRGBCamera+fan_rangefinder,sphere_blob_local_range_scaled_any_hit,True,False,False,False,False,,"[31.0, 0.0, 0.5]",,"[4.131957054138184, -5.521441459655762, 0.18372532725334167]","[15.27659574468085, -6.0, 0.0]",live_location_sensor,,,,,,,False,0,,0,0,0,,"[2, 3]",24.03091812133789,,,False,False,False,False,False
coexist,40,4,4,sv1,sv1,FrontRGBCamera+fan_rangefinder,sphere_blob_local_range_scaled_any_hit,True,False,False,False,False,,"[31.0, 0.0, 0.5]",,"[4.165499687194824, 5.634081840515137, 0.16181984543800354]","[15.27659574468085, 6.0, 0.0]",live_location_sensor,,,,,,,False,0,,0,0,0,,"[1, 2]",17.787683486938477,,,False,False,False,False,False
coexist,41,4,5,sv0,sv0,FrontRGBCamera+fan_rangefinder,sphere_blob_local_range_scaled_any_hit,True,False,False,False,False,,"[31.0, 0.0, 0.5]",,"[4.177788734436035, -5.50259256362915, 0.18597808480262756]","[15.617021276595745, -6.0, 0.0]",live_location_sensor,,,,,,,False,0,,0,0,0,,"[2, 3]",24.01891326904297,,,False,False,False,False,False
coexist,41,4,5,sv1,sv1,FrontRGBCamera+fan_rangefinder,sphere_blob_local_range_scaled_any_hit,True,False,False,False,False,,"[31.0, 0.0, 0.5]",,"[4.21431303024292, 5.62556791305542, 0.16213878989219666]","[15.617021276595745, 6.0, 0.0]",live_location_sensor,,,,,,,False,0,,0,0,0,,"[1, 2]",17.830781936645508,,,False,False,False,False,False
coexist,42,4,6,sv0,sv0,FrontRGBCamera+fan_rangefinder,sphere_blob_local_range_scaled_any_hit,True,False,False,False,False,,"[31.0, 0.0, 0.5]",,"[4.223578929901123, -5.483554840087891, 0.18741047382354736]","[15.957446808510639, -6.0, 0.0]",live_location_sensor,,,,,,,False,0,,2,1,316,"[25, 124, 293, 188]","[2, 3]",24.004920959472656,,,False,False,False,False,False
coexist,42,4,6,sv1,sv1,FrontRGBCamera+fan_rangefinder,sphere_blob_local_range_scaled_any_hit,True,False,False,False,False,,"[31.0, 0.0, 0.5]",,"[4.263220310211182, 5.617466449737549, 0.16139565408229828]","[15.957446808510639, 6.0, 0.0]",live_location_sensor,,,,,,,False,0,,2,1,338,"[62, 122, 176, 143]","[1, 2]",17.86013412475586,,,False,False,False,False,False
coexist,43,4,7,sv0,sv0,FrontRGBCamera+fan_rangefinder,sphere_blob_local_range_scaled_any_hit,True,False,False,False,False,,"[31.0, 0.0, 0.5]",,"[4.269326686859131, -5.4643354415893555, 0.1878696233034134]","[16.29787234042553, -6.0, 0.0]",live_location_sensor,,,,,,,False,0,,0,0,0,,"[2, 3]",23.989213943481445,,,False,False,False,False,False
coexist,43,4,7,sv1,sv1,FrontRGBCamera+fan_rangefinder,sphere_blob_local_range_scaled_any_hit,True,False,False,False,False,,"[31.0, 0.0, 0.5]",,"[4.312218189239502, 5.609798908233643, 0.15987351536750793]","[16.29787234042553, 6.0, 0.0]",live_location_sensor,,,,,,,False,0,,0,0,0,,"[1, 2, 8]",17.352529525756836,,,False,False,False,False,False
coexist,44,4,8,sv0,sv0,FrontRGBCamera+fan_rangefinder,sphere_blob_local_range_scaled_any_hit,True,False,False,False,False,,"[31.0, 0.0, 0.5]",,"[4.315031051635742, -5.444941520690918, 0.18739435076713562]","[16.638297872340424, -6.0, 0.0]",live_location_sensor,,,,,,,False,0,,0,0,0,,"[2, 3]",23.97183609008789,,,False,False,False,False,False
coexist,44,4,8,sv1,sv1,FrontRGBCamera+fan_rangefinder,sphere_blob_local_range_scaled_any_hit,True,False,False,False,False,,"[31.0, 0.0, 0.5]",,"[4.361300468444824, 5.602583408355713, 0.15794484317302704]","[16.638297872340424, 6.0, 0.0]",live_location_sensor,,,,,,,False,0,,0,0,0,,"[1, 2, 8]",17.384185791015625,,,False,False,False,False,False
coexist,45,4,9,sv0,sv0,FrontRGBCamera+fan_rangefinder,sphere_blob_local_range_scaled_any_hit,True,False,False,False,False,,"[31.0, 0.0, 0.5]",,"[4.360691547393799, -5.425380706787109, 0.1861371546983719]","[16.97872340425532, -6.0, 0.0]",live_location_sensor,,,,,,,False,0,,0,0,0,,"[2, 3]",23.952655792236328,,,False,False,False,False,False
coexist,45,4,9,sv1,sv1,FrontRGBCamera+fan_rangefinder,sphere_blob_local_range_scaled_any_hit,True,False,False,False,False,,"[31.0, 0.0, 0.5]",,"[4.410463809967041, 5.5958380699157715, 0.15582725405693054]","[16.97872340425532, 6.0, 0.0]",live_location_sensor,,,,,,,False,0,,0,0,0,,"[1, 2, 3, 8]",17.420774459838867,,,False,False,False,False,False
coexist,46,4,10,sv0,sv0,FrontRGBCamera+fan_rangefinder,sphere_blob_local_range_scaled_any_hit,True,False,False,False,False,,"[31.0, 0.0, 0.5]",,"[4.406307697296143, -5.405658721923828, 0.18423525989055634]","[17.319148936170215, -6.0, 0.0]",live_location_sensor,,,,,,,False,0,,0,0,0,,"[2, 3, 9]",23.931554794311523,,,False,False,False,False,False
coexist,46,4,10,sv1,sv1,FrontRGBCamera+fan_rangefinder,sphere_blob_local_range_scaled_any_hit,True,False,False,False,False,,"[31.0, 0.0, 0.5]",,"[4.459702014923096, 5.589580059051514, 0.1538342833518982]","[17.319148936170215, 6.0, 0.0]",live_location_sensor,,,,,,,False,0,,0,0,0,,"[1, 2, 3]",17.462251663208008,,,False,False,False,False,False
coexist,47,4,11,sv0,sv0,FrontRGBCamera+fan_rangefinder,sphere_blob_local_range_scaled_any_hit,True,False,False,False,False,,"[31.0, 0.0, 0.5]",,"[4.451879024505615, -5.385782718658447, 0.18198855221271515]","[17.659574468085104, -6.0, 0.0]",live_location_sensor,,,,,,,False,0,,0,0,0,,"[2, 3, 9]",23.908845901489258,,,False,False,False,False,False
coexist,47,4,11,sv1,sv1,FrontRGBCamera+fan_rangefinder,sphere_blob_local_range_scaled_any_hit,True,False,False,False,False,,"[31.0, 0.0, 0.5]",,"[4.50900936126709, 5.5838236808776855, 0.15224815905094147]","[17.659574468085104, 6.0, 0.0]",live_location_sensor,,,,,,,False,0,,0,0,0,,"[2, 3]",17.508386611938477,,,False,False,False,False,False
coexist,48,4,12,sv0,sv0,FrontRGBCamera+fan_rangefinder,sphere_blob_local_range_scaled_any_hit,True,True,True,False,True,"[30.26622452860086, -12.270492310808706, 0.0]","[31.0, 0.0, 0.5]",12.292412618849182,"[4.497405052185059, -5.365757942199707, 0.17990201711654663]","[18.0, -6.0, 0.0]",live_location_sensor,26.677845001220703,-15.0,-12.964439655172416,9,-15.0,2.0355603448275836,True,29,20639.515003365537,2,1,256,"[33, 117, 293, 173]","[2, 3, 9]",23.884477615356445,teammate_extra0,25.334853777140008,False,False,False,False,False
coexist,48,4,12,sv1,sv1,FrontRGBCamera+fan_rangefinder,sphere_blob_local_range_scaled_any_hit,True,False,False,False,False,,"[31.0, 0.0, 0.5]",,"[4.558381080627441, 5.57858419418335, 0.15108773112297058]","[18.0, 6.0, 0.0]",live_location_sensor,,,,,,,False,0,,2,1,348,"[77, 123, 287, 159]","[2, 3]",17.5589656829834,,,False,False,False,False,False
teammate_only,1,1,1,sv0,sv0,FrontRGBCamera+fan_rangefinder,sphere_blob_local_range_scaled_any_hit,False,False,False,False,False,,,,"[2.44276762008667, -5.988882541656494, 0.13490083813667297]","[2.0, -6.0, 0.0]",live_location_sensor,,,,,,,False,0,,0,0,0,,"[5, 6]",27.331830978393555,,,False,False,False,False,False
teammate_only,1,1,1,sv1,sv1,FrontRGBCamera+fan_rangefinder,sphere_blob_local_range_scaled_any_hit,False,False,False,False,False,,,,"[2.442770004272461, 5.988880634307861, 0.1269574761390686]","[2.0, 6.0, 0.0]",live_location_sensor,,,,,,,False,0,,0,0,0,,"[6, 7]",27.330429077148438,,,False,False,False,False,False
teammate_only,2,1,2,sv0,sv0,FrontRGBCamera+fan_rangefinder,sphere_blob_local_range_scaled_any_hit,False,False,False,False,False,,,,"[2.473757266998291, -5.986365795135498, 0.15606151521205902]","[2.3404255319148937, -6.0, 0.0]",live_location_sensor,,,,,,,False,0,,0,0,0,,[6],26.824071884155273,,,False,False,False,False,False
teammate_only,2,1,2,sv1,sv1,FrontRGBCamera+fan_rangefinder,sphere_blob_local_range_scaled_any_hit,False,False,False,False,False,,,,"[2.47375750541687, 5.986350059509277, 0.1474437415599823]","[2.3404255319148937, 6.0, 0.0]",live_location_sensor,,,,,,,False,0,,0,0,0,,[6],26.806110382080078,,,False,False,False,False,False
teammate_only,3,1,3,sv0,sv0,FrontRGBCamera+fan_rangefinder,sphere_blob_local_range_scaled_any_hit,False,False,False,False,False,,,,"[2.5065853595733643, -5.983297824859619, 0.17718583345413208]","[2.6808510638297873, -6.0, 0.0]",live_location_sensor,,,,,,,False,0,,0,0,0,,[6],26.866846084594727,,,False,False,False,False,False
teammate_only,3,1,3,sv1,sv1,FrontRGBCamera+fan_rangefinder,sphere_blob_local_range_scaled_any_hit,False,False,False,False,False,,,,"[2.5065808296203613, 5.983256816864014, 0.1671384871006012]","[2.6808510638297873, 6.0, 0.0]",live_location_sensor,,,,,,,False,0,,0,0,0,,[6],26.839319229125977,,,False,False,False,False,False
teammate_only,4,1,4,sv0,sv0,FrontRGBCamera+fan_rangefinder,sphere_blob_local_range_scaled_any_hit,False,False,False,False,False,,,,"[2.541051149368286, -5.979635715484619, 0.19528083503246307]","[3.0212765957446805, -6.0, 0.0]",live_location_sensor,,,,,,,False,0,,0,0,0,,[6],26.910537719726562,,,False,False,False,False,False
