tick_global,waypoint_index,target_row,target_col,target_x,target_y,location_x,location_y,location_z,gps_x,gps_y,gps_z,projected_row,projected_col,distance_to_target_m,arrived,timeout,algorithm_step,target_proxy_x,target_proxy_y,target_proxy_z,sv_command_0,sv_command_1,sv_heading_deg,sv_target_heading_deg,sv_heading_error_deg,sv_control_scheme,target_control_scheme
379,0,2,7,-165.0,190.0,-168.2525634765625,189.37034606933594,0.1765541136264801,-168.2525634765625,189.37034606933594,0.1765541136264801,2,6,3.3129493267282313,False,False,7,-99.69905853271484,99.84105682373047,0.16525955498218536,68.17999166162599,7086.430973904491,339.5408687591553,10.95619382525378,31.41532506609849,0,1
380,0,2,7,-165.0,190.0,-168.21392822265625,189.35069274902344,0.17792528867721558,-168.21392822265625,189.35069274902344,0.17792528867721558,2,6,3.2788617730177503,False,False,7,-99.70027160644531,99.84169006347656,0.1652403622865677,222.7947659926067,6973.665136920292,341.2032127380371,11.421679948511539,30.218467210474444,0,1
381,0,2,7,-165.0,190.0,-168.17105102539062,189.33018493652344,0.1789829134941101,-168.17105102539062,189.33018493652344,0.1789829134941101,2,6,3.2410209540962622,False,False,7,-99.70147705078125,99.8423080444336,0.16524365544319153,368.761100796381,6858.082002643403,342.87944412231445,11.927155027147549,29.04771090483308,0,1
382,0,2,7,-165.0,190.0,-168.12356567382812,189.3089141845703,0.1796707808971405,-168.12356567382812,189.3089141845703,0.1796707808971405,2,6,3.1991033310922394,False,False,7,-99.70266723632812,99.84292602539062,0.16526715457439423,504.47963719651216,6740.254831005879,344.5628786087036,12.475659905394991,27.912781296691378,0,1
383,0,2,7,-165.0,190.0,-168.0712127685547,189.2870635986328,0.17975978553295135,-168.0712127685547,189.2870635986328,0.17975978553295135,2,6,3.152875858978235,False,False,7,-99.703857421875,99.84354400634766,0.16530881822109222,628.754762193751,6620.725548679517,346.2474422454834,13.068898263555203,26.821456018071785,0,1
384,0,2,7,-165.0,190.0,-168.0137939453125,189.2648162841797,0.17921796441078186,-168.0137939453125,189.2648162841797,0.17921796441078186,2,6,3.102168441720992,False,False,7,-99.70504760742188,99.84415435791016,0.16536684334278107,740.5198400248646,6500.1089402306825,347.9277095794678,13.708971077229092,25.781261497761307,0,1
385,0,2,7,-165.0,190.0,-167.95118713378906,189.24240112304688,0.17819055914878845,-167.95118713378906,189.24240112304688,0.17819055914878845,2,6,3.046877345250829,False,False,7,-99.70622253417969,99.84476470947266,0.16543956100940704,838.9644200684338,6379.017259765238,349.5989351272583,14.397501220546848,24.79856609328857,0,1
386,0,2,7,-165.0,190.0,-167.8833770751953,189.22007751464844,0.1769234836101532,-167.8833770751953,189.22007751464844,0.1769234836101532,2,6,2.9869955542181232,False,False,7,-99.7073974609375,99.84536743164062,0.16552551090717316,923.5396434937702,6258.076413355591,351.25707054138184,15.13569886719691,23.8786283258151,0,1
387,0,2,7,-165.0,190.0,-167.8104248046875,189.1980743408203,0.1755179613828659,-167.8104248046875,189.1980743408203,0.1755179613828659,2,6,2.9225968496618804,False,False,7,-99.70856475830078,99.8459701538086,0.1656821370124817,993.7730355569452,6138.005396938017,352.89876794815063,15.92554944360004,23.026781495449427,0,1
388,0,2,7,-165.0,190.0,-167.732421875,189.17669677734375,0.1740036904811859,-167.732421875,189.17669677734375,0.1740036904811859,2,6,2.8537619906738336,False,False,7,-99.70972442626953,99.84656524658203,0.165725976228714,1049.45638498268,6019.402440266874,354.5213899612427,16.768025381201774,22.24663541995909,0,1
389,0,2,7,-165.0,190.0,-167.64956665039062,189.15618896484375,0.17252245545387268,-167.64956665039062,189.15618896484375,0.17252245545387268,2,6,2.780687055012422,False,False,7,-99.71087646484375,99.84716033935547,0.1656682938337326,1090.4248095985422,5902.996911227114,356.1229932308197,17.665186201579242,21.542192970759515,0,1
390,0,2,7,-165.0,190.0,-167.56211853027344,189.1367950439453,0.17119917273521423,-167.56211853027344,189.1367950439453,0.17119917273521423,2,6,2.7036224143411545,False,False,7,-99.71202850341797,99.8477554321289,0.1656368374824524,1116.6388461692786,5789.517842339267,357.70232367515564,18.619217788895433,20.916894113739772,0,1
391,0,2,7,-165.0,190.0,-167.4703826904297,189.1187744140625,0.17008478939533234,-167.4703826904297,189.1187744140625,0.17008478939533234,2,7,2.622851343573538,False,False,7,-99.71317291259766,99.84834289550781,0.16562896966934204,1128.1976870482472,5679.646181188573,359.25879913568497,19.632142056420488,20.373342920735524,0,1
392,0,2,7,-165.0,190.0,-167.37472534179688,189.10232543945312,0.16957515478134155,-167.37472534179688,189.10232543945312,0.16957515478134155,2,7,2.538728040894753,False,False,7,-99.71430969238281,99.84893035888672,0.16564230620861053,1125.1749572023054,5574.162512462738,0.792487382888794,20.707191290908234,19.914703908019447,0,1
393,0,2,7,-165.0,190.0,-167.2755584716797,189.08763122558594,0.16961205005645752,-167.2755584716797,189.08763122558594,0.16961205005645752,2,7,2.451649065131267,True,False,7,-99.71543884277344,99.8495101928711,0.16567473113536835,1107.7058182542955,5473.849041170646,2.3040883541107178,21.84796174651337,19.543873392402645,0,1
394,0,2,8,-160.0,190.0,-166.5745849609375,188.9976806640625,0.17713288962841034,-166.5745849609375,188.9976806640625,0.17713288962841034,2,7,6.650549711097553,False,False,8,-99.72750854492188,99.855712890625,0.16547313332557678,7742.40694914875,5925.939269239489,16.799137115478516,8.668204952922181,-8.130932162556348,0,1
395,0,2,8,-160.0,190.0,-166.52818298339844,188.99758911132812,0.1781521439552307,-166.52818298339844,188.99758911132812,0.1781521439552307,2,7,6.604695349102855,False,False,8,-99.72857666015625,99.85625457763672,0.16547277569770813,7805.4390540110235,5750.620503738892,17.92750358581543,8.729657445519848,-9.197846140295582,0,1
396,0,2,8,-160.0,190.0,-166.47215270996094,189.00204467773438,0.17960381507873535,-166.47215270996094,189.00204467773438,0.17960381507873535,2,7,6.548639211797593,False,False,8,-99.72962951660156,99.85680389404297,0.16543394327163696,7857.948448642448,5565.366627446163,19.027658462524414,8.765528576355427,-10.262129886168992,0,1
397,0,2,8,-160.0,190.0,-166.4075469970703,189.0108642578125,0.18127411603927612,-166.4075469970703,189.0108642578125,0.18127411603927612,2,7,6.483444149226367,False,False,8,-99.73068237304688,99.85734558105469,0.1653604954481125,7901.020118777462,5371.035132876674,20.100305557250977,8.775503844471276,-11.324801712779703,0,1
398,0,2,8,-160.0,190.0,-166.33534240722656,189.0238800048828,0.18291179835796356,-166.33534240722656,189.0238800048828,0.18291179835796356,2,7,6.410099348814403,False,False,8,-99.73173522949219,99.85787963867188,0.1653146743774414,7935.69939224236,5168.383544004158,21.14613914489746,8.758989247732277,-12.387149897165187,0,1
399,0,2,8,-160.0,190.0,-166.25637817382812,189.0409393310547,0.18446707725524902,-166.25637817382812,189.0409393310547,0.18446707725524902,2,7,6.329460104990849,False,False,8,-99.73277282714844,99.85841369628906,0.16529370844364166,7962.93033261344,4958.035068078375,22.16582489013672,8.715214223206546,-13.450610666930174,0,1
400,0,2,8,-160.0,190.0,-166.1714324951172,189.06185913085938,0.18595382571220398,-166.1714324951172,189.06185913085938,0.18595382571220398,2,7,6.242330280603573,False,False,8,-99.73381042480469,99.85894775390625,0.1652950942516327,7983.59469421799,4740.585106345844,23.160022735595703,8.64355693047583,-14.516465805119878,0,1
401,0,2,8,-160.0,190.0,-166.08120727539062,189.08651733398438,0.18726681172847748,-166.08120727539062,189.08651733398438,0.18726681172847748,2,7,6.149433511094733,False,False,8,-99.7348403930664,99.8594741821289,0.1653166115283966,7998.552115854296,4516.47145542585,24.129362106323242,8.542758530801645,-15.586603575521593,0,1
402,0,2,8,-160.0,190.0,-165.986328125,189.11474609375,0.18807606399059296,-165.986328125,189.11474609375,0.18807606399059296,2,7,6.0514294921693415,False,False,8,-99.73587036132812,99.86000061035156,0.16529741883277893,8000.0,4286.1176153483275,25.074472427368164,8.411894394378809,-16.66257803298936,0,1
403,0,2,8,-160.0,190.0,-165.8873748779297,189.14642333984375,0.18831971287727356,-165.8873748779297,189.14642333984375,0.18831971287727356,2,7,5.948930665929894,False,False,8,-99.73688507080078,99.86052703857422,0.16524158418178558,8000.0,4049.8264021591303,25.995956420898438,8.249503677364299,-17.74645274353415,0,1
404,0,2,8,-160.0,190.0,-165.7848663330078,189.18142700195312,0.1880595088005066,-165.7848663330078,189.18142700195312,0.1880595088005066,2,7,5.842494351208113,False,False,8,-99.73789978027344,99.86104583740234,0.16521157324314117,8000.0,3807.832088290168,26.894405364990234,8.054024470860147,-18.840380894130078,0,1
405,0,2,8,-160.0,190.0,-165.6792449951172,189.21963500976562,0.18746846914291382,-165.6792449951172,189.21963500976562,0.18746846914291382,2,7,5.732607891051604,False,False,8,-99.7389144897461,99.86156463623047,0.16520479321479797,8000.0,3560.292900203652,27.77039909362793,7.82381683923658,-19.94658225439136,0,1
406,0,2,8,-160.0,190.0,-165.5709228515625,189.2609100341797,0.18670207262039185,-165.5709228515625,189.2609100341797,0.18670207262039185,2,7,5.61973623897399,False,False,8,-99.73991394042969,99.8620834350586,0.16521890461444855,8000.0,3307.3436904870896,28.624494552612305,7.557253635928138,-21.06724091668417,0,1
407,0,2,8,-160.0,190.0,-165.46031188964844,189.30516052246094,0.1859000027179718,-165.46031188964844,189.30516052246094,0.1859000027179718,2,7,5.504344450684645,False,False,8,-99.74091339111328,99.86259460449219,0.16519300639629364,8000.0,3049.012825310385,29.457239151000977,7.252065905282841,-22.20517324571813,0,1
408,0,2,8,-160.0,190.0,-165.34771728515625,189.35226440429688,0.1853053718805313,-165.34771728515625,189.35226440429688,0.1853053718805313,2,7,5.386802536189703,False,False,8,-99.74190521240234,99.86310577392578,0.1651311218738556,8000.0,2785.2839837019114,30.269166946411133,6.906237338964349,-23.362929607446773,0,1
409,0,2,8,-160.0,190.0,-165.2334442138672,189.40211486816406,0.1849602460861206,-165.2334442138672,189.40211486816406,0.1849602460861206,2,7,5.267485640277572,False,False,8,-99.7428970336914,99.86361694335938,0.16515439748764038,7999.130687765781,2516.0815089884823,31.06079864501953,6.517394207003044,-24.543404438016495,0,1
410,0,2,8,-160.0,190.0,-165.11778259277344,189.45462036132812,0.18490229547023773,-165.11778259277344,189.45462036132812,0.18490229547023773,2,7,5.146759914467808,False,False,8,-99.74388122558594,99.86412048339844,0.1651955544948578,7993.826916836118,2241.257820322012,31.8326416015625,6.082803274402877,-25.749838327159637,0,1
411,0,2,8,-160.0,190.0,-165.0009765625,189.5096893310547,0.1851651519536972,-165.0009765625,189.5096893310547,0.1851651519536972,2,7,5.024954838678246,False,False,8,-99.74485778808594,99.8646240234375,0.16525276005268097,7989.2494267627,1960.6003492916798,32.58518981933594,5.599553233044797,-26.98563658629115,0,1
412,0,2,8,-160.0,190.0,-164.88323974609375,189.5672149658203,0.18566128611564636,-164.88323974609375,189.5672149658203,0.18566128611564636,2,7,4.90238037117069,False,False,8,-99.7458267211914,99.86512756347656,0.16532441973686218,7985.922168814912,1673.866750017758,33.31892776489258,5.064698425067713,-28.25422933982486,0,1
413,0,2,8,-160.0,190.0,-164.76475524902344,189.62713623046875,0.18637050688266754,-164.76475524902344,189.62713623046875,0.18637050688266754,2,7,4.77932212491745,False,False,8,-99.74679565429688,99.8656234741211,0.16540908813476562,7984.3892109968965,1380.6700135017595,34.03432083129883,4.474536526143339,-29.55978430515549,0,1
414,0,2,8,-160.0,190.0,-164.64622497558594,189.68902587890625,0.1871824562549591,-164.64622497558594,189.68902587890625,0.1871824562549591,2,7,4.656620172157976,False,False,8,-99.74776458740234,99.86611938476562,0.16550543904304504,7984.993479862114,1082.4189542401841,34.726654052734375,3.829123732995862,-30.897530319738507,0,1
415,0,2,8,-160.0,190.0,-164.52896118164062,189.75196838378906,0.18788878619670868,-164.52896118164062,189.75196838378906,0.18788878619670868,2,7,4.535747906073248,False,False,8,-99.74871826171875,99.86661529541016,0.1656123250722885,7987.634537896718,783.1740930097462,35.38355255126953,3.134710585568995,-32.248841965700535,0,1
416,0,2,8,-160.0,190.0,-164.4141387939453,189.81515502929688,0.18830092251300812,-164.4141387939453,189.81515502929688,0.18830092251300812,2,7,4.418007351216974,False,False,8,-99.74967193603516,99.86710357666016,0.1657286435365677,7992.106675769417,486.90578924324655,35.992923736572266,2.3978975494009145,-33.59502618717136,0,1
417,0,2,8,-160.0,190.0,-164.30279541015625,189.8777618408203,0.1883668452501297,-164.30279541015625,189.8777618408203,0.1883668452501297,2,7,4.30453139252362,False,False,8,-99.75061798095703,99.86759948730469,0.16579468548297882,7997.9972052324265,197.73076320002474,36.543087005615234,1.6272787082727718,-34.915808297342465,0,1
418,0,2,8,-160.0,190.0,-164.19580078125,189.93910217285156,0.18798227608203888,-164.19580078125,189.93910217285156,0.18798227608203888,2,7,4.196242693325723,False,False,8,-99.7515640258789,99.86808013916016,0.16581545770168304,8000.0,-80.46106778067951,37.02297592163086,0.831532211321899,-36.19144371030896,0,1
419,0,2,8,-160.0,190.0,-164.0938720703125,189.99851989746094,0.18723231554031372,-164.0938720703125,189.99851989746094,0.18723231554031372,2,7,4.093872337871356,False,False,8,-99.75250244140625,99.86856842041016,0.1657954901456833,8000.0,-343.81258517507194,37.42226791381836,0.020714771635122906,-37.401553142183246,0,1
420,0,2,8,-160.0,190.0,-163.99757385253906,190.05543518066406,0.18619726598262787,-163.99757385253906,190.05543518066406,0.18619726598262787,2,7,3.997958199601299,False,False,8,-99.75343322753906,99.86904907226562,0.16573882102966309,8000.0,-588.6498035614427,37.731536865234375,359.20551853816187,-38.52601832707251,0,1
421,0,2,8,-160.0,190.0,-163.90733337402344,190.10940551757812,0.18483680486679077,-163.90733337402344,190.10940551757812,0.18483680486679077,2,7,3.90886475374039,False,False,8,-99.75435638427734,99.8695297241211,0.1656491458415985,8000.0,-811.6852992705262,37.942413330078125,358.3961345459535,-39.54627878412464,0,1
422,0,2,8,-160.0,190.0,-163.8234405517578,190.16006469726562,0.18323832750320435,-163.8234405517578,190.16006469726562,0.18323832750320435,2,7,3.8267895630850703,False,False,8,-99.75527954101562,99.87000274658203,0.1655297577381134,8000.0,-1009.9474805552632,38.047664642333984,357.6027665676579,-40.444898074676075,0,1
423,0,2,8,-160.0,190.0,-163.7460479736328,190.20712280273438,0.18136993050575256,-163.7460479736328,190.20712280273438,0.18136993050575256,2,7,3.7517696192824856,False,False,8,-99.7562026977539,99.87047576904297,0.16538360714912415,8000.0,-1180.8570079761448,38.041324615478516,356.8352803989243,-41.20604421655423,0,1
424,0,2,8,-160.0,190.0,-163.6751708984375,190.2504425048828,0.17938724160194397,-163.6751708984375,190.2504425048828,0.17938724160194397,2,7,3.683694148673839,False,False,8,-99.75711059570312,99.8709487915039,0.16521336138248444,8000.0,-1322.4875091512008,37.918758392333984,356.1016373119422,-41.81712108039176,0,1
425,0,2,8,-160.0,190.0,-163.6107177734375,190.2899627685547,0.17743870615959167,-163.6107177734375,190.2899627685547,0.17743870615959167,2,7,3.62234195605072,False,False,8,-99.75801849365234,99.87142181396484,0.16502143442630768,8000.0,-1433.429869084484,37.676727294921875,355.40865078670294,-42.26807650821894,0,1
426,0,2,8,-160.0,190.0,-163.552490234375,190.32571411132812,0.17566676437854767,-163.552490234375,190.32571411132812,0.17566676437854767,2,7,3.567390719790589,False,False,8,-99.75892639160156,99.87188720703125,0.1648687869310379,7993.322518785517,-1512.8808032957872,37.31339645385742,354.76141758288077,-42.551978870976654,0,1
427,0,2,8,-160.0,190.0,-163.5001220703125,190.35789489746094,0.17415325343608856,-163.5001220703125,190.35789489746094,0.17415325343608856,2,7,3.5183722464681355,False,False,8,-99.75982666015625,99.87235260009766,0.16475148499011993,7970.921129826825,-1561.029711752176,36.82890701293945,354.1616762513262,-42.66723076161327,0,1
428,0,2,8,-160.0,190.0,-163.45303344726562,190.38687133789062,0.17293114960193634,-163.45303344726562,190.38687133789062,0.17293114960193634,2,7,3.4746380271931074,False,False,8,-99.7607192993164,99.87281799316406,0.16478358209133148,7941.866811592711,-1579.2948252097076,36.22628402709961,353.60734825751763,-42.61893576958198,0,1
429,0,2,8,-160.0,190.0,-163.41070556640625,190.41294860839844,0.17197129130363464,-163.41070556640625,190.41294860839844,0.17197129130363464,2,7,3.4356133388221655,False,False,8,-99.76160430908203,99.87328338623047,0.16495013236999512,7905.888905691736,-1569.026227415281,35.50848388671875,353.0965582326823,-42.41192565403645,0,1
430,0,2,8,-160.0,190.0,-163.3726348876953,190.43643188476562,0.17130623757839203,-163.3726348876953,190.43643188476562,0.17130623757839203,2,7,3.400755633052697,False,False,8,-99.76248931884766,99.87374114990234,0.16512008011341095,7862.756155006076,-1531.6851643235295,34.67838668823242,352.62668055691216,-42.05170613132026,0,1
431,0,2,8,-160.0,190.0,-163.33843994140625,190.4575958251953,0.1709652990102768,-163.33843994140625,190.4575958251953,0.1709652990102768,2,7,3.3696550538019086,False,False,8,-99.76337432861328,99.87419891357422,0.1652342826128006,7812.286303150964,-1468.6478445743287,33.73879623413086,352.19517462448204,-41.543621609648824,0,1
432,0,2,8,-160.0,190.0,-163.30755615234375,190.47674560546875,0.17092399299144745,-163.30755615234375,190.47674560546875,0.17092399299144745,2,7,3.3417381814320457,False,False,8,-99.76424407958984,99.87464904785156,0.16529832780361176,7754.354876109421,-1381.8645406843366,32.693817138671875,351.7979723505659,-40.89584478810599,0,1
433,0,2,8,-160.0,190.0,-163.27932739257812,190.4943389892578,0.17111513018608093,-163.27932739257812,190.4943389892578,0.17111513018608093,2,7,3.316377418813136,False,False,8,-99.7651138305664,99.8750991821289,0.16531720757484436,7689.158186859224,-1274.2493918706846,31.549846649169922,351.42754787441993,-40.12229877474999,0,1
434,0,2,8,-160.0,190.0,-163.25299072265625,190.51080322265625,0.17160038650035858,-163.25299072265625,190.51080322265625,0.17160038650035858,2,7,3.292851131460947,False,False,8,-99.76598358154297,99.87554931640625,0.16529545187950134,7616.9162207115605,-1148.9544942646412,30.314037322998047,351.07595953194635,-39.238077791051694,0,1
435,0,2,8,-160.0,190.0,-163.2278289794922,190.5265350341797,0.17220355570316315,-163.2278289794922,190.5265350341797,0.17220355570316315,2,7,3.270492174439221,False,False,8,-99.766845703125,99.8759994506836,0.16523709893226624,7537.9329307522385,-1009.1681400951543,28.994121551513672,350.7353076115682,-38.25881393994547,0,1
436,0,2,8,-160.0,190.0,-163.2030792236328,190.5419158935547,0.1727098524570465,-163.2030792236328,190.5419158935547,0.1727098524570465,2,7,3.248598058941019,False,False,8,-99.7677001953125,99.87644958496094,0.16514581441879272,7452.570408784975,-858.206595221518,27.5982666015625,350.39729419500384,-37.20097240655866,0,1
437,0,2,8,-160.0,190.0,-163.17799377441406,190.5572967529297,0.17292772233486176,-163.17799377441406,190.5572967529297,0.17292772233486176,2,7,3.2264878894923052,False,False,8,-99.7685546875,99.87689208984375,0.16508367657661438,7361.256788048694,-699.373004383513,26.134931564331055,350.0536763046609,-36.08125525967017,0,1
438,0,2,8,-160.0,190.0,-163.15187072753906,190.5729522705078,0.172920823097229,-163.15187072753906,190.5729522705078,0.172920823097229,2,7,3.2035235893306107,False,False,8,-99.76940155029297,99.87733459472656,0.1650477796792984,7264.435613797249,-535.7659924895624,24.61269760131836,349.69717952386526,-34.9155180774531,0,1
439,0,2,8,-160.0,190.0,-163.1240234375,190.58908081054688,0.17262910306453705,-163.1240234375,190.58908081054688,0.17262910306453705,2,7,3.1790782688389223,False,False,8,-99.7702407836914,99.87776947021484,0.16503547132015228,7162.5462589297495,-370.2876239378743,23.040138244628906,349.3214203335774,-33.7187179110515,0,1
440,0,2,8,-160.0,190.0,-163.0937957763672,190.60586547851562,0.1723509579896927,-163.0937957763672,190.60586547851562,0.1723509579896927,2,7,3.1525617018425534,False,False,8,-99.77108001708984,99.87821197509766,0.1650444120168686,7056.112569984816,-205.762594586899,21.425695419311523,348.9198518036217,-32.5058436156898,0,1
441,0,2,8,-160.0,190.0,-163.06060791015625,190.62338256835938,0.17206008732318878,-163.06060791015625,190.62338256835938,0.17206008732318878,2,7,3.1234478715428144,False,False,8,-99.77191925048828,99.87864685058594,0.1650724560022354,6945.631538503656,-44.63305867910549,19.77756118774414,348.48750969569033,-31.290051492053806,0,1
442,0,2,8,-160.0,190.0,-163.02392578125,190.64166259765625,0.17190802097320557,-163.02392578125,190.64166259765625,0.17190802097320557,2,7,3.0912550881057017,False,False,8,-99.77274322509766,99.87907409667969,0.16511769592761993,6831.6387499671755,110.86158631397029,18.103572845458984,348.0198098356752,-30.08376300978381,0,1
443,0,2,8,-160.0,190.0,-162.98329162597656,190.66065979003906,0.17197078466415405,-162.98329162597656,190.66065979003906,0.17197078466415405,2,7,3.0555687332796717,False,False,8,-99.77357482910156,99.87950897216797,0.16517840325832367,6714.669100122859,258.8056930930784,16.411128997802734,347.5131816278219,-28.89794736998084,0,1
444,0,2,8,-160.0,190.0,-162.93832397460938,190.6802978515625,0.17243264615535736,-162.93832397460938,190.6802978515625,0.17243264615535736,2,7,3.0160492281467803,False,False,8,-99.7743911743164,99.87993621826172,0.16525302827358246,6595.317167512749,397.4979675680602,14.707114219665527,346.96423278669835,-27.742881432967124,0,1
445,0,2,8,-160.0,190.0,-162.8887176513672,190.70042419433594,0.17333988845348358,-162.8887176513672,190.70042419433594,0.17333988845348358,2,7,2.972420515561603,False,False,8,-99.77520751953125,99.88036346435547,0.16534017026424408,6474.154393311157,525.5686771268115,12.997842788696289,346.37058844423,-26.627254344466337,0,1
446,0,2,8,-160.0,190.0,-162.834228515625,190.7208709716797,0.17449694871902466,-162.834228515625,190.7208709716797,0.17449694871902466,2,7,2.9244668294566636,False,False,8,-99.7760238647461,99.88079071044922,0.16543857753276825,6351.809464639716,641.8071780593409,11.289007186889648,345.7297078094596,-25.55929937743008,0,1
447,0,2,8,-160.0,190.0,-162.7747344970703,190.7414093017578,0.17566683888435364,-162.7747344970703,190.7414093017578,0.17566683888435364,2,7,2.8720792610868258,False,False,8,-99.7768325805664,99.88121032714844,0.1654883325099945,6228.897702090126,745.3604934356185,9.585641860961914,345.04005288761414,-24.545588973347776,0,1
448,0,2,8,-160.0,190.0,-162.71014404296875,190.76182556152344,0.1767517775297165,-162.71014404296875,190.76182556152344,0.1767517775297165,2,7,2.8151836387400206,False,False,8,-99.77763366699219,99.88162994384766,0.16549426317214966,6106.111200615474,835.4148533644311,7.892110824584961,344.2992470907956,-23.592863733789386,0,1
449,0,2,8,-160.0,190.0,-162.64048767089844,190.78184509277344,0.17777900397777557,-162.64048767089844,190.78184509277344,0.17777900397777557,2,7,2.753807707386367,False,False,8,-99.77843475341797,99.88204956054688,0.16546078026294708,5984.09369398373,911.5170763601577,6.212078094482422,343.5060443877186,-22.706033706763833,0,1
450,0,2,8,-160.0,190.0,-162.5658416748047,190.8012237548828,0.1787707805633545,-162.5658416748047,190.8012237548828,0.1787707805633545,2,7,2.6880295767630678,False,False,8,-99.77922821044922,99.8824691772461,0.16539181768894196,5863.573106112031,973.2344480778697,4.5485124588012695,342.6582182795022,-21.890294179299076,0,1
451,0,2,8,-160.0,190.0,-162.4863739013672,190.81968688964844,0.1795683056116104,-162.4863739013672,190.81968688964844,0.1795683056116104,2,8,2.618003394661936,False,False,8,-99.78002166748047,99.88288116455078,0.16529090702533722,5745.243391252294,1020.3764694473098,2.9036834239959717,341.75407925365266,-21.14960417034331,0,1
452,0,2,8,-160.0,190.0,-162.4022979736328,190.83700561523438,0.18008507788181305,-162.4022979736328,190.83700561523438,0.18008507788181305,2,8,2.5439367040188308,False,False,8,-99.78080749511719,99.88329315185547,0.16516123712062836,5629.896350906447,1052.7295956374146,1.279170036315918,340.7907061922139,-20.488463844101943,0,1
453,0,2,8,-160.0,190.0,-162.31390380859375,190.85293579101562,0.18035836517810822,-162.31390380859375,190.85293579101562,0.18035836517810822,2,8,2.466100220798034,True,False,8,-99.7815933227539,99.88370513916016,0.16500568389892578,5518.292797503478,1070.2600056213619,359.6758712232113,339.7654410583177,-19.91043016489357,0,1
454,0,2,9,-155.0,190.0,-161.68055725097656,190.9534454345703,0.16595281660556793,-161.68055725097656,190.9534454345703,0.16595281660556793,2,8,6.748251875877077,False,False,9,-99.78993225097656,99.88809204101562,0.16543905436992645,6075.016763050867,7768.79704686861,344.2958745956421,351.8776294148005,7.581754819158391,0,1
455,0,2,9,-155.0,190.0,-161.6371612548828,190.95428466796875,0.1679086685180664,-161.6371612548828,190.95428466796875,0.1679086685180664,2,8,6.705413391494802,False,False,9,-99.79066467285156,99.88848114013672,0.1654359996318817,5893.866919219006,7841.82138858297,343.09864234924316,351.8181399881651,8.71949763892195,0,1
456,0,2,9,-155.0,190.0,-161.58375549316406,190.9507598876953,0.17082102596759796,-161.58375549316406,190.9507598876953,0.17082102596759796,2,8,6.6520508685531246,False,False,9,-99.79139709472656,99.88886260986328,0.16545313596725464,5702.570175891273,7903.388544358222,341.9313507080078,351.7827260195722,9.851375311564368,0,1
457,0,2,9,-155.0,190.0,-161.5214385986328,190.94300842285156,0.1743653565645218,-161.5214385986328,190.94300842285156,0.1743653565645218,2,8,6.589265989570226,False,False,9,-99.79212188720703,99.88925170898438,0.16548845171928406,5502.002784835184,7954.677468613076,340.79324531555176,351.7719881201656,10.97874280461383,0,1
458,0,2,9,-155.0,190.0,-161.4512176513672,190.93116760253906,0.17824959754943848,-161.4512176513672,190.93116760253906,0.17824959754943848,2,8,6.518073510580401,False,False,9,-99.7928466796875,99.88963317871094,0.16554012894630432,5292.949471734498,7996.800195751323,339.68359756469727,351.7866627927876,12.103065228090315,0,1
459,0,2,9,-155.0,190.0,-161.3739471435547,190.91537475585938,0.1822696477174759,-161.3739471435547,190.91537475585938,0.1822696477174759,2,8,6.439341048002782,False,False,9,-99.79356384277344,99.89000701904297,0.1656065285205841,5076.06595664186,8000.0,338.60169410705566,351.82752177414187,13.225827667086207,0,1
460,0,2,9,-155.0,190.0,-161.29046630859375,190.89578247070312,0.18594786524772644,-161.29046630859375,190.89578247070312,0.18594786524772644,2,8,6.353927337825958,False,False,9,-99.79428100585938,99.89038848876953,0.16568617522716522,4851.986326321548,8000.0,337.5468406677246,351.89538863954067,14.34854797181606,0,1
461,0,2,9,-155.0,190.0,-161.20147705078125,190.8724822998047,0.18897196650505066,-161.20147705078125,190.8724822998047,0.18897196650505066,2,8,6.262550836108158,False,False,9,-99.79499053955078,99.89076232910156,0.16577772796154022,4621.144867856163,8000.0,336.5183582305908,351.99165093728527,15.473292706694451,0,1
462,0,2,9,-155.0,190.0,-161.10765075683594,190.8456268310547,0.1912960559129715,-161.10765075683594,190.8456268310547,0.1912960559129715,2,8,6.165912949829749,False,False,9,-99.79570007324219,99.8911361694336,0.16582120954990387,4384.007682700925,8000.0,335.515588760376,352.11730148010514,16.601712719729164,0,1
463,0,2,9,-155.0,190.0,-161.0095672607422,190.8153076171875,0.19287873804569244,-161.0095672607422,190.8153076171875,0.19287873804569244,2,8,6.064620777264504,False,False,9,-99.79640197753906,99.89151000976562,0.16582141816616058,4140.866955676531,8000.0,334.53788566589355,352.2739516244662,17.736065958572624,0,1
464,0,2,9,-155.0,190.0,-160.90777587890625,190.7816619873047,0.19350624084472656,-160.90777587890625,190.7816619873047,0.19350624084472656,2,8,5.959262647155572,False,False,9,-99.79710388183594,99.89188385009766,0.16578267514705658,3892.0293732566593,8000.0,333.584623336792,352.462933207108,18.878309870316002,0,1
465,0,2,9,-155.0,190.0,-160.80274963378906,190.7447967529297,0.1932212859392166,-160.80274963378906,190.7447967529297,0.1932212859392166,2,8,5.850352597546041,False,False,9,-99.79780578613281,99.89225006103516,0.16576766967773438,3637.6796097280735,8000.0,332.65518951416016,352.6859398845604,20.030750370400256,0,1
