tick_global,waypoint_index,target_row,target_col,target_x,target_y,location_x,location_y,location_z,gps_x,gps_y,gps_z,projected_row,projected_col,distance_to_target_m,arrived,timeout,algorithm_step,target_proxy_x,target_proxy_y,target_proxy_z,sv_command_0,sv_command_1,sv_heading_deg,sv_target_heading_deg,sv_heading_error_deg,sv_control_scheme,target_control_scheme
3073,0,16,37,-15.0,120.0,-15.775872230529785,122.78604125976562,0.17412486672401428,-15.775872230529785,122.78604125976562,0.17412486672401428,15,37,2.8920587164204834,False,False,51,-57.70433807373047,73.88737487792969,0.1657474935054779,878.515186372761,6171.994665299748,261.86690521240234,285.5617515469044,23.694846334502074,0,1
3074,0,16,37,-15.0,120.0,-15.796527862548828,122.71476745605469,0.17312952876091003,-15.796527862548828,122.71476745605469,0.17312952876091003,15,37,2.8292081889232272,False,False,51,-57.664371490478516,73.89299011230469,0.16575804352760315,952.0019109662526,6050.650598402456,263.5292434692383,286.3519818293954,22.822738360157132,0,1
3075,0,16,37,-15.0,120.0,-15.816544532775879,122.63846588134766,0.17191916704177856,-15.816544532775879,122.63846588134766,0.17191916704177856,15,37,2.7619281636280553,False,False,51,-57.62460708618164,73.89857482910156,0.1657467484474182,1010.9779248861355,5930.806210020122,265.1737976074219,287.1960942220518,22.02229661462991,0,1
3076,0,16,37,-15.0,120.0,-15.835662841796875,122.55732727050781,0.170704185962677,-15.835662841796875,122.55732727050781,0.170704185962677,15,37,2.690400556356426,False,False,51,-57.585052490234375,73.90413665771484,0.16565671563148499,1055.2744241001,5813.178468844174,266.79845428466797,288.0959403074851,21.29748602281711,0,1
3077,0,16,37,-15.0,120.0,-15.853631019592285,122.4715805053711,0.16949531435966492,-15.853631019592285,122.4715805053711,0.16949531435966492,16,37,2.6148415080345875,False,False,51,-57.54570388793945,73.90967559814453,0.16561318933963776,1084.787316744876,5698.498574067474,268.40177154541016,289.0538170873306,20.652045541920415,0,1
3078,0,16,37,-15.0,120.0,-15.87021255493164,122.38152313232422,0.1686527580022812,-15.87021255493164,122.38152313232422,0.1686527580022812,16,37,2.5355319600738637,False,False,51,-57.506561279296875,73.9151840209961,0.16561126708984375,1099.510528319473,5587.519196857604,269.98301696777344,290.0723884619424,20.089371494168972,0,1
3079,0,16,37,-15.0,120.0,-15.885190963745117,122.28751373291016,0.1680867224931717,-15.885190963745117,122.28751373291016,0.1680867224931717,16,37,2.452811064992281,True,False,51,-57.467620849609375,73.92066192626953,0.1656465232372284,1099.505242041219,5481.018206088613,271.5420913696289,291.1547633010173,19.612671931388377,0,1
3080,0,17,37,-15.0,115.0,-15.977909088134766,121.61859130859375,0.17420890927314758,-15.977909088134766,121.61859130859375,0.17420890927314758,16,37,6.69044520901631,False,False,52,-57.0524787902832,73.97923278808594,0.16567690670490265,7770.179803399958,5963.9025300665535,286.4900665283203,278.4047489976639,-8.085317530656425,0,1
3081,0,17,37,-15.0,115.0,-15.978193283081055,121.57362365722656,0.17551884055137634,-15.978193283081055,121.57362365722656,0.17551884055137634,16,37,6.646005573719722,False,False,52,-57.01591491699219,73.98440551757812,0.1657198816537857,7837.828488711052,5784.806526084377,287.6536407470703,278.4638365512755,-9.189804195794807,0,1
3082,0,17,37,-15.0,115.0,-15.973968505859375,121.51886749267578,0.1772257387638092,-15.973968505859375,121.51886749267578,0.1772257387638092,16,37,6.591225078653511,False,False,52,-56.97953796386719,73.98955535888672,0.16573381423950195,7894.563660280246,5595.633285820872,288.7881164550781,278.4975689667225,-10.290547488355628,0,1
3083,0,17,37,-15.0,115.0,-15.965407371520996,121.45539093017578,0.17906171083450317,-15.965407371520996,121.45539093017578,0.17906171083450317,16,37,6.5271803601848495,False,False,52,-56.94335174560547,73.99467468261719,0.16572144627571106,7941.50190551064,5397.255647068379,289.8942184448242,278.5055799564889,-11.388638488335346,0,1
3084,0,17,37,-15.0,115.0,-15.952670097351074,121.38417053222656,0.18084444105625153,-15.952670097351074,121.38417053222656,0.18084444105625153,16,37,6.454859696301454,False,False,52,-56.90735626220703,73.99977111816406,0.16568520665168762,7979.703715146544,5190.440654215595,290.97265625,278.4872655200715,-12.485390729928497,0,1
3085,0,17,37,-15.0,115.0,-15.935912132263184,121.30606842041016,0.18246860802173615,-15.935912132263184,121.30606842041016,0.18246860802173615,16,37,6.375141601738087,False,False,52,-56.871551513671875,74.00484466552734,0.16562727093696594,8000.0,4975.843831116151,292.0241394042969,278.4419027826895,-13.582236621607365,0,1
3086,0,17,37,-15.0,115.0,-15.915281295776367,121.22189331054688,0.18383939564228058,-15.915281295776367,121.22189331054688,0.18383939564228058,16,37,6.288854921066792,False,False,52,-56.83592987060547,74.0098876953125,0.1655496209859848,8000.0,4754.051639395277,293.04931640625,278.36856307321636,-14.680753333033635,0,1
3087,0,17,37,-15.0,115.0,-15.890918731689453,121.13233947753906,0.18475379049777985,-15.890918731689453,121.13233947753906,0.18475379049777985,16,37,6.196718781279267,False,False,52,-56.800498962402344,74.0149154663086,0.16545404493808746,8000.0,4525.532899844062,294.0488739013672,278.2662130079751,-15.782660893392062,0,1
3088,0,17,37,-15.0,115.0,-15.862958908081055,121.03805541992188,0.18514662981033325,-15.862958908081055,121.03805541992188,0.18514662981033325,16,37,6.099410736381373,False,False,52,-56.76525115966797,74.01991271972656,0.1654009371995926,8000.0,4290.695141555264,295.02342987060547,278.1336319985201,-16.889797872085353,0,1
3089,0,17,37,-15.0,115.0,-15.83153247833252,120.93962860107422,0.1850767731666565,-15.83153247833252,120.93962860107422,0.1850767731666565,16,37,5.997552349185516,False,False,52,-56.73019027709961,74.02488708496094,0.1653858721256256,8000.0,4049.8666866344474,295.97362518310547,277.96946350569857,-18.0041616774069,0,1
3090,0,17,37,-15.0,115.0,-15.79676342010498,120.83757781982422,0.18471457064151764,-15.79676342010498,120.83757781982422,0.18471457064151764,16,37,5.891701515701645,False,False,52,-56.695308685302734,74.02983856201172,0.16540484130382538,8000.0,3803.296567759493,296.9000663757324,277.77220082542465,-19.127865550307774,0,1
3091,0,17,37,-15.0,115.0,-15.758771896362305,120.73237609863281,0.18415439128875732,-15.758771896362305,120.73237609863281,0.18415439128875732,16,37,5.782375854861563,False,False,52,-56.660614013671875,74.0347671508789,0.16539546847343445,8000.0,3551.1692008512728,297.8033447265625,277.54018245386976,-20.26316227269274,0,1
3092,0,17,37,-15.0,115.0,-15.717671394348145,120.62443542480469,0.18342216312885284,-15.717671394348145,120.62443542480469,0.18342216312885284,16,37,5.670037572896982,False,False,52,-56.6260986328125,74.03966522216797,0.16536042094230652,8000.0,3293.5910959597586,298.6840362548828,277.271580488237,-21.41245576664579,0,1
3093,0,17,37,-15.0,115.0,-15.673572540283203,120.51416015625,0.18259981274604797,-15.673572540283203,120.51416015625,0.18259981274604797,16,37,5.555147360403557,False,False,52,-56.591766357421875,74.04454803466797,0.1653020828962326,8000.0,3030.6231699372697,299.54272079467773,276.9643626075922,-22.57835818708554,0,1
3094,0,17,37,-15.0,115.0,-15.626581192016602,120.4018783569336,0.18199606239795685,-15.626581192016602,120.4018783569336,0.18199606239795685,16,37,5.43809652114566,False,False,52,-56.55760955810547,74.04940032958984,0.16528140008449554,8000.0,2762.2461004632187,300.37993240356445,276.6163538296474,-23.763578573917073,0,1
3095,0,17,37,-15.0,115.0,-15.576800346374512,120.28791046142578,0.18171203136444092,-15.576800346374512,120.28791046142578,0.18171203136444092,16,37,5.319275861208363,False,False,52,-56.52363586425781,74.05423736572266,0.16529445350170135,8000.0,2488.391496476019,301.1962203979492,276.22515861499085,-24.971061782958373,0,1
3096,0,17,37,-15.0,115.0,-15.524327278137207,120.17253112792969,0.18172089755535126,-15.524327278137207,120.17253112792969,0.18172089755535126,16,37,5.1990381191139905,False,False,52,-56.48984146118164,74.05904388427734,0.16527888178825378,8000.0,2208.9220352153984,301.9920997619629,275.788166797592,-26.203932964370892,0,1
3097,0,17,37,-15.0,115.0,-15.469255447387695,120.05598449707031,0.18205706775188446,-15.469255447387695,120.05598449707031,0.18205706775188446,16,37,5.077714043693122,False,False,52,-56.45621871948242,74.06382751464844,0.16523738205432892,8000.0,1923.6360624312028,302.7680854797363,275.30253863039894,-27.465546849337386,0,1
3098,0,17,37,-15.0,115.0,-15.411674499511719,119.93851470947266,0.1826924830675125,-15.411674499511719,119.93851470947266,0.1826924830675125,16,37,4.955643593845911,False,False,52,-56.42277526855469,74.06858825683594,0.16523119807243347,8000.0,1632.2854851199586,303.52467346191406,274.7651580390859,-28.759515422828144,0,1
3099,0,17,37,-15.0,115.0,-15.351672172546387,119.82029724121094,0.18360166251659393,-15.351672172546387,119.82029724121094,0.18360166251659393,16,37,4.833108607363305,False,False,52,-56.38950729370117,74.07332611083984,0.16525661945343018,8000.0,1334.5379459953392,304.2623481750488,274.17270858453077,-30.08963959051806,0,1
3100,0,17,37,-15.0,115.0,-15.289793014526367,119.70221710205078,0.18460020422935486,-15.289793014526367,119.70221710205078,0.18460020422935486,16,37,4.711138468150468,False,False,52,-56.356414794921875,74.07804107666016,0.1653103232383728,8000.0,1032.4812183881463,304.9743995666504,273.52662218078035,-31.44777738587004,0,1
3101,0,17,37,-15.0,115.0,-15.22693920135498,119.5855941772461,0.18548518419265747,-15.22693920135498,119.5855941772461,0.18548518419265747,16,37,4.591206307660865,False,False,52,-56.32349395751953,74.08273315429688,0.16538932919502258,8000.0,730.2261879857301,305.64837646484375,272.8332333949973,-32.81514306984644,0,1
3102,0,17,37,-15.0,115.0,-15.163960456848145,119.47159576416016,0.1860141158103943,-15.163960456848145,119.47159576416016,0.1860141158103943,16,37,4.4746007318491445,False,False,52,-56.29074478149414,74.08740234375,0.16549094021320343,8000.0,431.8983202811037,306.2721061706543,272.09992941234253,-34.172176758311764,0,1
3103,0,17,37,-15.0,115.0,-15.101645469665527,119.36123657226562,0.18608641624450684,-15.101645469665527,119.36123657226562,0.18608641624450684,16,37,4.362420915130811,False,False,52,-56.25817108154297,74.09204864501953,0.16561274230480194,8000.0,141.59042476431614,306.83390045166016,271.33512644098374,-35.498774010676414,0,1
3104,0,17,37,-15.0,115.0,-15.040715217590332,119.25537109375,0.1856715828180313,-15.040715217590332,119.25537109375,0.1856715828180313,16,37,4.255565870065519,False,False,52,-56.225765228271484,74.09667205810547,0.16563497483730316,8000.0,-136.68952377800406,307.3227081298828,270.5481869609116,-36.774521168971205,0,1
3105,0,17,37,-15.0,115.0,-14.981809616088867,119.15470123291016,0.1848621517419815,-14.981809616088867,119.15470123291016,0.1848621517419815,16,37,4.154741053881939,False,False,52,-56.19352722167969,74.10128021240234,0.16562624275684357,8000.0,-399.09221902991794,307.7282829284668,269.74914548414137,-37.97913744432543,0,1
3106,0,17,37,-15.0,115.0,-14.925482749938965,119.05977630615234,0.18368631601333618,-14.925482749938965,119.05977630615234,0.18368631601333618,16,37,4.060460131136941,False,False,52,-56.161460876464844,74.1058578491211,0.16558951139450073,8000.0,-641.9925048530804,308.0413017272949,268.9484532576298,-39.092848469665114,0,1
3107,0,17,37,-15.0,115.0,-14.872194290161133,118.97099304199219,0.18235069513320923,-14.872194290161133,118.97099304199219,0.18235069513320923,16,37,3.9730492117538367,False,False,52,-56.12956237792969,74.11041259765625,0.16552743315696716,8000.0,-862.0854033337573,308.25354385375977,268.1565817877028,-40.09696206605696,0,1
3108,0,17,37,-15.0,115.0,-14.822300910949707,118.88861083984375,0.18092955648899078,-14.822300910949707,118.88861083984375,0.18092955648899078,16,37,3.8926689083454837,False,False,52,-56.09783172607422,74.11494445800781,0.16544239223003387,8000.0,-1056.4647953140488,308.357967376709,267.38355674549655,-40.974410631212436,0,1
3109,0,17,37,-15.0,115.0,-14.776053428649902,118.81275939941406,0.17937913537025452,-14.776053428649902,118.81275939941406,0.17937913537025452,16,37,3.8193306094968715,False,False,52,-56.06626510620117,74.11946105957031,0.16533654928207397,8000.0,-1222.7061662451788,308.3488311767578,266.63853211389886,-41.71029906285895,0,1
3110,0,17,37,-15.0,115.0,-14.733593940734863,118.74344635009766,0.17772656679153442,-14.733593940734863,118.74344635009766,0.17772656679153442,16,37,3.752913903152142,False,False,52,-56.03486633300781,74.12394714355469,0.16521185636520386,8000.0,-1358.939739839183,308.2217559814453,265.92935203226386,-42.29240394918145,0,1
3111,0,17,37,-15.0,115.0,-14.694960594177246,118.6805419921875,0.17612220346927643,-14.694960594177246,118.6805419921875,0.17612220346927643,16,37,3.693161030250405,False,False,52,-56.003631591796875,74.12841796875,0.1650700569152832,8000.0,-1463.9175682912582,307.9737739562988,265.262214752371,-42.711559203927834,0,1
3112,0,17,37,-15.0,115.0,-14.660090446472168,118.62382507324219,0.17476871609687805,-14.660090446472168,118.62382507324219,0.17476871609687805,16,37,3.639731675005485,False,False,52,-55.97256088256836,74.13285827636719,0.16497153043746948,8000.0,-1537.024317239056,307.60334396362305,264.64141724114273,-42.961926722480314,0,1
3113,0,17,37,-15.0,115.0,-14.628711700439453,118.57281494140625,0.17374925315380096,-14.628711700439453,118.57281494140625,0.17374925315380096,16,37,3.592055345749326,False,False,52,-55.941650390625,74.13728332519531,0.16491180658340454,8000.0,-1578.9989201188823,307.1119613647461,264.0670968049061,-43.04486455983999,0,1
3114,0,17,37,-15.0,115.0,-14.600468635559082,118.52693939208984,0.17297163605690002,-14.600468635559082,118.52693939208984,0.17297163605690002,16,37,3.5494966948353537,False,False,52,-55.91090393066406,74.14168548583984,0.16494567692279816,8000.0,-1591.2716198063658,306.5026435852051,263.53709023329225,-42.96555335191283,0,1
3115,0,17,37,-15.0,115.0,-14.575044631958008,118.4856948852539,0.17241171002388,-14.575044631958008,118.4856948852539,0.17241171002388,16,37,3.5115033672079754,False,False,52,-55.88031768798828,74.14607238769531,0.16500483453273773,7970.546998986541,-1575.2490759143034,305.7783432006836,263.04913795190504,-42.729205248778555,0,1
3116,0,17,37,-15.0,115.0,-14.552149772644043,118.44861602783203,0.17204774916172028,-14.552149772644043,118.44861602783203,0.17204774916172028,16,37,3.477574202452445,False,False,52,-55.84989547729492,74.15042877197266,0.16502782702445984,7926.756659236182,-1532.3493913095517,304.9419250488281,262.6007645282866,-42.34116052054151,0,1
3117,0,17,37,-15.0,115.0,-14.531527519226074,118.415283203125,0.17186015844345093,-14.531527519226074,118.415283203125,0.17186015844345093,16,37,3.4472635267397584,False,False,52,-55.81962966918945,74.1547622680664,0.16501814126968384,7875.736154570088,-1463.9675719631432,303.99620056152344,262.18951263707334,-41.8066879244501,0,1
3118,0,17,37,-15.0,115.0,-14.51284408569336,118.38517761230469,0.17184004187583923,-14.51284408569336,118.38517761230469,0.17184004187583923,16,37,3.4200509282308653,False,False,52,-55.789520263671875,74.1590805053711,0.16497893631458282,7817.419179511178,-1372.1346887012328,302.9454536437988,261.81087143624484,-41.13458220755399,0,1
3119,0,17,37,-15.0,115.0,-14.495654106140137,118.35758972167969,0.1719336211681366,-14.495654106140137,118.35758972167969,0.1719336211681366,16,37,3.3952575041935162,False,False,52,-55.75957107543945,74.16337585449219,0.16491304337978363,7751.961144908162,-1259.8307608569044,301.7963066101074,261.4574283249125,-40.33887828519494,0,1
3120,0,17,37,-15.0,115.0,-14.479520797729492,118.33177947998047,0.1720377802848816,-14.479520797729492,118.33177947998047,0.1720377802848816,16,37,3.3721881773138147,False,False,52,-55.72978210449219,74.16764831542969,0.1648230105638504,7679.594109573376,-1130.2403902704586,300.55607986450195,261.12120993873646,-39.4348699257655,0,1
3121,0,17,37,-15.0,115.0,-14.464027404785156,118.3070068359375,0.17206281423568726,-14.464027404785156,118.3070068359375,0.17206281423568726,16,37,3.3501583299537785,False,False,52,-55.70014572143555,74.17190551757812,0.16482871770858765,7600.625901149768,-986.6531587312006,299.2326774597168,260.79401748844737,-38.43865997126943,0,1
3122,0,17,37,-15.0,115.0,-14.4487943649292,118.28250885009766,0.1718713790178299,-14.4487943649292,118.28250885009766,0.1718713790178299,16,37,3.3284669148277928,False,False,52,-55.6706657409668,74.17613220214844,0.16486167907714844,7515.405529702426,-832.3988351829953,297.83442306518555,260.4677075723089,-37.366715492876665,0,1
3123,0,17,37,-15.0,115.0,-14.433487892150879,118.2575454711914,0.1713411957025528,-14.433487892150879,118.2575454711914,0.1713411957025528,16,37,3.306438940192196,False,False,52,-55.64133834838867,74.18034362792969,0.16491906344890594,7424.326874175798,-670.7314305897726,296.36985778808594,260.1344924931333,-36.23536529495266,0,1
3124,0,17,37,-15.0,115.0,-14.417830467224121,118.23140716552734,0.17059801518917084,-14.417830467224121,118.23140716552734,0.17059801518917084,16,37,3.2834301628501175,False,False,52,-55.61216735839844,74.18453216552734,0.16499827802181244,7327.821864736712,-504.77321489154065,294.8476791381836,259.78716033368096,-35.060518804502635,0,1
3125,0,17,37,-15.0,115.0,-14.401606559753418,118.20340728759766,0.16975493729114532,-14.401606559753418,118.20340728759766,0.16975493729114532,16,37,3.2588177242005907,False,False,52,-55.58314514160156,74.18870544433594,0.16509705781936646,7226.341179196834,-337.4684733067875,293.2765197753906,259.41914710908037,-33.857372666310255,0,1
3126,0,17,37,-15.0,115.0,-14.384666442871094,118.17289733886719,0.16885441541671753,-14.384666442871094,118.17289733886719,0.16885441541671753,16,37,3.2320137545374705,False,False,52,-55.55427932739258,74.19285583496094,0.16515451669692993,7120.355996710239,-171.54448768647126,291.6648712158203,259.02462727946624,-32.64024393635407,0,1
3127,0,17,37,-15.0,115.0,-14.366925239562988,118.13931274414062,0.1681688129901886,-14.366925239562988,118.13931274414062,0.1681688129901886,16,37,3.2025096655320375,False,False,52,-55.52556228637695,74.19698333740234,0.1651746928691864,7010.371847642642,-9.439104076153853,290.02093505859375,258.59862720599995,-31.422307852593804,0,1
3128,0,17,37,-15.0,115.0,-14.348363876342773,118.10211181640625,0.16788312792778015,-14.348363876342773,118.10211181640625,0.16788312792778015,16,37,3.169815035477985,False,False,52,-55.49699783325195,74.20108795166016,0.16516120731830597,6896.89917440596,146.63268608592216,288.35257720947266,258.1368131181185,-30.215764091354174,0,1
3129,0,17,37,-15.0,115.0,-14.329022407531738,118.06085205078125,0.16804467141628265,-14.329022407531738,118.06085205078125,0.16804467141628265,16,37,3.1335325443285713,False,False,52,-55.46858215332031,74.2051773071289,0.16517610847949982,6780.4818636185155,294.7709598289425,286.6671676635742,257.6356159503616,-29.031551713212593,0,1
3130,0,17,37,-15.0,115.0,-14.308998107910156,118.0151596069336,0.16887065768241882,-14.308998107910156,118.0151596069336,0.16887065768241882,16,37,3.0933268611893716,False,False,52,-55.44031524658203,74.20924377441406,0.16521646082401276,6661.681862764014,433.34541487308525,284.97157287597656,257.0920891375662,-27.879483738410386,0,1
3131,0,17,37,-15.0,115.0,-14.288434982299805,117.96472930908203,0.17008428275585175,-14.288434982299805,117.96472930908203,0.17008428275585175,16,37,3.0489251631590926,False,False,52,-55.41219711303711,74.21328735351562,0.16527961194515228,6541.082141641177,560.9746799701788,283.2720718383789,256.50371882365704,-26.768353014721868,0,1
3132,0,17,37,-15.0,115.0,-14.267518997192383,117.90933990478516,0.17155209183692932,-14.267518997192383,117.90933990478516,0.17155209183692932,16,37,3.0001311806401656,False,False,52,-55.38422775268555,74.21731567382812,0.16536317765712738,6419.284806710789,676.5391004304884,281.57427978515625,255.86841323931748,-25.705866545838774,0,1
3133,0,17,37,-15.0,115.0,-14.246465682983398,117.84886932373047,0.1730344146490097,-14.246465682983398,117.84886932373047,0.1730344146490097,16,37,2.946840747413096,False,False,52,-55.35640335083008,74.22132110595703,0.1654062122106552,6296.929149449752,779.1592630902014,279.8832092285156,255.18438682126703,-24.6988224072486,0,1
3134,0,17,37,-15.0,115.0,-14.225518226623535,117.78324890136719,0.17448991537094116,-14.225518226623535,117.78324890136719,0.17448991537094116,16,37,2.888995753588781,False,False,52,-55.3287239074707,74.22531127929688,0.16541269421577454,6174.654811653996,868.1460881720836,278.203125,254.44995673399472,-23.753168266005275,0,1
3135,0,17,37,-15.0,115.0,-14.20492935180664,117.71250915527344,0.1758793741464615,-14.20492935180664,117.71250915527344,0.1758793741464615,16,37,2.826631078344117,False,False,52,-55.30118942260742,74.22927856445312,0.16544495522975922,6053.140948060881,943.0057496275977,276.5376281738281,253.66347351668168,-22.87415465714645,0,1
3136,0,17,37,-15.0,115.0,-14.184964179992676,117.6367416381836,0.17693015933036804,-14.184964179992676,117.6367416381836,0.17693015933036804,16,37,2.759835113630181,False,False,52,-55.273799896240234,74.23322296142578,0.16544152796268463,5933.070581348809,1003.4005528368016,274.8895950317383,252.82324448284186,-22.066350548896423,0,1
3137,0,17,37,-15.0,115.0,-14.165881156921387,117.55610656738281,0.17763006687164307,-14.165881156921387,117.55610656738281,0.17763006687164307,16,37,2.6887608722599987,False,False,52,-55.24655532836914,74.23715209960938,0.16540588438510895,5815.160183507895,1049.1041492205077,273.26123046875,251.92725424316205,-21.333976225587946,0,1
3138,0,17,37,-15.0,115.0,-14.147933006286621,117.47085571289062,0.17802470922470093,-14.147933006286621,117.47085571289062,0.17802470922470093,17,37,2.6136461343686133,False,False,52,-55.219451904296875,74.24105834960938,0.16534118354320526,5700.143621192312,1080.0491018324415,271.6540222167969,250.97340370813725,-20.68061850865962,0,1
3139,0,17,37,-15.0,115.0,-14.131357192993164,117.38127136230469,0.17827051877975464,-14.131357192993164,117.38127136230469,0.17827051877975464,17,37,2.534757114024367,False,False,52,-55.19248962402344,74.24494171142578,0.16525021195411682,5588.7730754296335,1096.2021507897512,270.0687789916992,249.9589857772421,-20.109793214457113,0,1
3140,0,17,37,-15.0,115.0,-14.116373062133789,117.2876968383789,0.17827075719833374,-14.116373062133789,117.2876968383789,0.17827075719833374,17,37,2.4524178660358147,True,False,52,-55.165672302246094,74.24880981445312,0.1651943027973175,5481.824698734208,1097.6000002103224,268.5056686401367,248.88085835400904,-19.624810286127683,0,1
3141,0,18,37,-15.0,110.0,-14.023579597473145,116.6214599609375,0.1648041158914566,-14.023579597473145,116.6214599609375,0.1648041158914566,17,37,6.693065726314747,False,False,53,-54.87977981567383,74.29010772705078,0.16539224982261658,5965.034326769419,7773.005607174324,253.51854705810547,261.6114473587355,8.092900300630049,0,1
3142,0,18,37,-15.0,110.0,-14.023287773132324,116.57661437988281,0.16682031750679016,-14.023287773132324,116.57661437988281,0.16682031750679016,17,37,6.648746007766743,False,False,53,-54.85459899902344,74.29374694824219,0.16539190709590912,5785.583999309809,7841.029414768953,252.3519287109375,261.55258084572836,9.200652134790857,0,1
3143,0,18,37,-15.0,110.0,-14.027501106262207,116.52196502685547,0.16980905830860138,-14.027501106262207,116.52196502685547,0.16980905830860138,17,37,6.594071724651401,False,False,53,-54.829551696777344,74.29737091064453,0.16541647911071777,5596.04601664153,7898.10336811813,251.21449279785156,261.5190373632167,10.30454456536512,0,1
3144,0,18,37,-15.0,110.0,-14.036051750183105,116.45858764648438,0.1735035628080368,-14.036051750183105,116.45858764648438,0.1735035628080368,17,37,6.530126385886082,False,False,53,-54.80463409423828,74.30097961425781,0.1654634177684784,5397.2917217235645,7945.356460136551,250.10549926757812,261.51123016110705,11.405730893528926,0,1
3145,0,18,37,-15.0,110.0,-14.048776626586914,116.387451171875,0.17742857336997986,-14.048776626586914,116.387451171875,0.17742857336997986,17,37,6.457891171211751,False,False,53,-54.77984619140625,74.3045654296875,0.16553039848804474,5190.088713100109,7983.841276729881,249.02423858642578,261.5297253754758,12.505486789049996,0,1
3146,0,18,37,-15.0,110.0,-14.065522193908691,116.30943298339844,0.18139152228832245,-14.065522193908691,116.30943298339844,0.18139152228832245,17,37,6.378259428878174,False,False,53,-54.755191802978516,74.3081283569336,0.16555655002593994,4975.102991520757,8000.0,247.9700164794922,261.57527919099937,13.60526271150718,0,1
3147,0,18,37,-15.0,110.0,-14.086143493652344,116.22532653808594,0.1849251389503479,-14.086143493652344,116.22532653808594,0.1849251389503479,17,37,6.292044518277901,False,False,53,-54.73066329956055,74.31168365478516,0.16554589569568634,4752.905125535684,8000.0,246.94215393066406,261.6488230628485,14.706669132184459,0,1
3148,0,18,37,-15.0,110.0,-14.110498428344727,116.13583374023438,0.18778525292873383,-14.110498428344727,116.13583374023438,0.18778525292873383,17,37,6.1999732849243605,False,False,53,-54.70626449584961,74.31521606445312,0.16556082665920258,4523.974226405324,8000.0,245.9399871826172,261.7513899602111,15.811402777593912,0,1
3149,0,18,37,-15.0,110.0,-14.13845443725586,116.04161834716797,0.18969331681728363,-14.13845443725586,116.04161834716797,0.18969331681728363,17,37,6.102738156722827,False,False,53,-54.6819953918457,74.3187255859375,0.16559873521327972,4288.72290470758,8000.0,244.96288299560547,261.88423644711304,16.92135345150757,0,1
3150,0,18,37,-15.0,110.0,-14.169881820678711,115.94324493408203,0.1906924843788147,-14.169881820678711,115.94324493408203,0.1906924843788147,17,37,6.000937971528403,False,False,53,-54.65785217285156,74.32222747802734,0.16565722227096558,4047.465601305168,8000.0,244.01020050048828,262.04869667989124,18.038496179402955,0,1
3151,0,18,37,-15.0,110.0,-14.204657554626465,115.84123992919922,0.19070394337177277,-14.204657554626465,115.84123992919922,0.19070394337177277,17,37,5.895138125259156,False,False,53,-54.63383483886719,74.3257064819336,0.16567540168762207,3800.45566050627,8000.0,243.08133697509766,262.2462963450997,19.164959370002066,0,1
3152,0,18,37,-15.0,110.0,-14.242661476135254,115.73607635498047,0.18995057046413422,-14.242661476135254,115.73607635498047,0.18995057046413422,17,37,5.785856340240022,False,False,53,-54.60994338989258,74.32917022705078,0.16565720736980438,3547.8786518081624,8000.0,242.1757049560547,262.4786974136365,20.30299245758181,0,1
3153,0,18,37,-15.0,110.0,-14.28377914428711,115.62818908691406,0.1885739415884018,-14.28377914428711,115.62818908691406,0.1885739415884018,17,37,5.673577769998103,False,False,53,-54.586177825927734,74.33261108398438,0.16566503047943115,3289.8518789840487,8000.0,241.2927017211914,262.7477482611751,21.455046539983698,0,1
3154,0,18,37,-15.0,110.0,-14.327899932861328,115.5179443359375,0.18687768280506134,-14.327899932861328,115.5179443359375,0.18687768280506134,17,37,5.5587254109869955,False,False,53,-54.562538146972656,74.3360366821289,0.1656961888074875,3026.4188048257074,8000.0,240.43177032470703,263.05543214133735,22.623661816630317,0,1
3155,0,18,37,-15.0,110.0,-14.374918937683105,115.40570068359375,0.18513478338718414,-14.374918937683105,115.40570068359375,0.18513478338718414,17,37,5.441720887281261,False,False,53,-54.53902053833008,74.33944702148438,0.16574829816818237,2757.573649033103,8000.0,239.5923614501953,263.4039728942518,23.811611444056496,0,1
3156,0,18,37,-15.0,110.0,-14.424732208251953,115.2917709350586,0.18353183567523956,-14.424732208251953,115.2917709350586,0.18353183567523956,17,37,5.322947741745505,False,False,53,-54.515628814697266,74.34284210205078,0.1658191829919815,2483.2480112712346,8000.0,238.77394104003906,263.7957463340061,25.02180529396702,0,1
3157,0,18,37,-15.0,110.0,-14.477242469787598,115.17642974853516,0.18217767775058746,-14.477242469787598,115.17642974853516,0.18217767775058746,17,37,5.2027589197380175,False,False,53,-54.49235534667969,74.3462142944336,0.16578932106494904,2203.302001426813,8000.0,237.9759750366211,264.23336194993055,26.25738691330946,0,1
3158,0,18,37,-15.0,110.0,-14.532355308532715,115.05992126464844,0.1812288463115692,-14.532355308532715,115.05992126464844,0.1812288463115692,17,37,5.081485487719017,False,False,53,-54.469207763671875,74.34957122802734,0.16572752594947815,1917.5378526670984,8000.0,237.19795989990234,264.7196477267617,27.521687826859363,0,1
3159,0,18,37,-15.0,110.0,-14.589980125427246,114.9424819946289,0.18070827424526215,-14.589980125427246,114.9424819946289,0.18070827424526215,17,37,4.9594601081948015,False,False,53,-54.4461784362793,74.35291290283203,0.16563692688941956,1625.7031595596818,8000.0,236.43938446044922,265.25769894533363,28.81831448488441,0,1
