step,robot_pos_before,sv_world_before,target_waypoint_cell,target_waypoint_world,target_world_current,target_cell_current,target_motion_ticks,target_distance_to_waypoint_m,segment_path,next_cell,next_cell_world,sv_final_world,sv_final_projected_cell,arrived,timeout,ticks,distance_to_next_cell_m,found_count_before,found_count_after,detected_count_this_step,found_mask,find_times,remaining_intensity_mass,search_info_map_peak,search_info_map_mean,replanned,replan_reason,committed_viewpoint,committed_anchor,anchor_source,target_cell_source,target_motion_source,target_motion_mode_for_policy,viewpoint_generation_mode,path_safety_mode,clue_acquisition_mode,run_label,phase_note,world,sv_control_scheme,target_control_scheme,sv_controller_type,sv_controller_config,sv_fast_controller_enabled
45,"[9, 37]","[-15.882311820983887, 152.24920654296875]","[25, 25]","[-75.0, 75.0]","[-74.96284484863281, 75.31027221679688, 0.16530509293079376]","[25, 25]",10,0.3992090408014457,"[[9, 37], [10, 37], [11, 37], [12, 37], [13, 37]]","[10, 37]","[-15.0, 150.0]","[-15.882311820983887, 152.24920654296875, 0.16880609095096588]","[10, 37]",True,False,61,2.4160720648153973,0,0,0,[False],[63],1.0,1.0,0.8922998633926543,False,none,"[42, 37]","[43, 41]",search_info,algorithm_segment_path,holoocean_agent_proxy,static,simple_ring_v1,soft_clearance_astar_v1,ucb,dynamic_target_search_fastsv,"Phase 3D-1 fast search-USV controller run; sv uses control_scheme=0 fast controller, target remains control_scheme=1 waypoint proxy; OpenWater, no sonar/camera.",OpenWater,0,1,fast_twin_propeller_controller,"{'MAX_FORCE': 8000.0, 'MIN_FORCE': 1500.0, 'TURN_GAIN': 0.8, 'DIST_SLOW_RADIUS_M': 8.0, 'SV_ARRIVAL_RADIUS_M': 2.5, 'MAX_TICKS_PER_CELL': 400}",True
46,"[10, 37]","[-14.117307662963867, 147.25267028808594]","[25, 30]","[-50.0, 75.0]","[-74.35518646240234, 72.43069458007812, 0.17516714334487915]","[25, 25]",10,24.98821568247649,"[[10, 37], [11, 37], [12, 37], [13, 37], [14, 37], [15, 37], [16, 37], [17, 37], [18, 37]]","[11, 37]","[-15.0, 145.0]","[-14.117307662963867, 147.25267028808594, 0.1778188794851303]","[11, 37]",True,False,61,2.419435716998385,0,0,0,[False],[63],1.0,1.0,0.8941969250172281,True,commit_expired,"[43, 37]","[44, 41]",search_info,algorithm_segment_path,holoocean_agent_proxy,static,simple_ring_v1,soft_clearance_astar_v1,ucb,dynamic_target_search_fastsv,"Phase 3D-1 fast search-USV controller run; sv uses control_scheme=0 fast controller, target remains control_scheme=1 waypoint proxy; OpenWater, no sonar/camera.",OpenWater,0,1,fast_twin_propeller_controller,"{'MAX_FORCE': 8000.0, 'MIN_FORCE': 1500.0, 'TURN_GAIN': 0.8, 'DIST_SLOW_RADIUS_M': 8.0, 'SV_ARRIVAL_RADIUS_M': 2.5, 'MAX_TICKS_PER_CELL': 400}",True
47,"[11, 37]","[-15.885951042175293, 142.26809692382812]","[25, 30]","[-50.0, 75.0]","[-71.1209487915039, 71.46601104736328, 0.17103023827075958]","[26, 25]",10,24.13576736320219,"[[11, 37], [12, 37], [13, 37], [14, 37], [15, 37], [16, 37], [17, 37], [18, 37]]","[12, 37]","[-15.0, 140.0]","[-15.885951042175293, 142.26809692382812, 0.1688687801361084]","[12, 37]",True,False,61,2.4349893028533187,0,0,0,[False],[63],1.0,1.0,0.8765655642307504,False,none,"[43, 37]","[44, 41]",search_info,algorithm_segment_path,holoocean_agent_proxy,static,simple_ring_v1,soft_clearance_astar_v1,ucb,dynamic_target_search_fastsv,"Phase 3D-1 fast search-USV controller run; sv uses control_scheme=0 fast controller, target remains control_scheme=1 waypoint proxy; OpenWater, no sonar/camera.",OpenWater,0,1,fast_twin_propeller_controller,"{'MAX_FORCE': 8000.0, 'MIN_FORCE': 1500.0, 'TURN_GAIN': 0.8, 'DIST_SLOW_RADIUS_M': 8.0, 'SV_ARRIVAL_RADIUS_M': 2.5, 'MAX_TICKS_PER_CELL': 400}",True
48,"[12, 37]","[-14.117053031921387, 137.2681427001953]","[25, 30]","[-50.0, 75.0]","[-67.67253875732422, 72.21263122558594, 0.16528594493865967]","[26, 26]",10,20.86872909587357,"[[12, 37], [13, 37], [14, 37], [15, 37], [16, 37], [17, 37], [18, 37]]","[13, 37]","[-15.0, 135.0]","[-14.117053031921387, 137.2681427001953, 0.17852725088596344]","[13, 37]",True,False,61,2.4339405614945693,0,0,0,[False],[63],0.9999999999999998,1.0,0.8750491660791013,False,none,"[43, 37]","[44, 41]",search_info,algorithm_segment_path,holoocean_agent_proxy,static,simple_ring_v1,soft_clearance_astar_v1,ucb,dynamic_target_search_fastsv,"Phase 3D-1 fast search-USV controller run; sv uses control_scheme=0 fast controller, target remains control_scheme=1 waypoint proxy; OpenWater, no sonar/camera.",OpenWater,0,1,fast_twin_propeller_controller,"{'MAX_FORCE': 8000.0, 'MIN_FORCE': 1500.0, 'TURN_GAIN': 0.8, 'DIST_SLOW_RADIUS_M': 8.0, 'SV_ARRIVAL_RADIUS_M': 2.5, 'MAX_TICKS_PER_CELL': 400}",True
49,"[13, 37]","[-15.885554313659668, 132.27944946289062]","[25, 30]","[-50.0, 75.0]","[-64.21085357666016, 72.93586730957031, 0.166209414601326]","[26, 27]",10,17.345061391249654,"[[13, 37], [14, 37], [15, 37], [16, 37], [17, 37], [18, 37]]","[14, 37]","[-15.0, 130.0]","[-15.885554313659668, 132.27944946289062, 0.1694885641336441]","[14, 37]",True,False,61,2.4454235412937377,0,0,0,[False],[63],1.0000000000000002,1.0,0.8798975805043322,False,none,"[43, 37]","[44, 41]",search_info,algorithm_segment_path,holoocean_agent_proxy,static,simple_ring_v1,soft_clearance_astar_v1,ucb,dynamic_target_search_fastsv,"Phase 3D-1 fast search-USV controller run; sv uses control_scheme=0 fast controller, target remains control_scheme=1 waypoint proxy; OpenWater, no sonar/camera.",OpenWater,0,1,fast_twin_propeller_controller,"{'MAX_FORCE': 8000.0, 'MIN_FORCE': 1500.0, 'TURN_GAIN': 0.8, 'DIST_SLOW_RADIUS_M': 8.0, 'SV_ARRIVAL_RADIUS_M': 2.5, 'MAX_TICKS_PER_CELL': 400}",True
50,"[14, 37]","[-14.116661071777344, 127.27952575683594]","[25, 30]","[-50.0, 75.0]","[-60.7108039855957, 73.4674072265625, 0.16727298498153687]","[25, 27]",10,13.81178649518267,"[[14, 37], [15, 37], [16, 37], [17, 37], [18, 37]]","[15, 37]","[-15.0, 125.0]","[-14.116661071777344, 127.27952575683594, 0.1782803237438202]","[15, 37]",True,False,61,2.4446933014576704,0,0,0,[False],[63],1.0000000000000002,1.0,0.8715850888920125,False,none,"[43, 37]","[44, 41]",search_info,algorithm_segment_path,holoocean_agent_proxy,static,simple_ring_v1,soft_clearance_astar_v1,ucb,dynamic_target_search_fastsv,"Phase 3D-1 fast search-USV controller run; sv uses control_scheme=0 fast controller, target remains control_scheme=1 waypoint proxy; OpenWater, no sonar/camera.",OpenWater,0,1,fast_twin_propeller_controller,"{'MAX_FORCE': 8000.0, 'MIN_FORCE': 1500.0, 'TURN_GAIN': 0.8, 'DIST_SLOW_RADIUS_M': 8.0, 'SV_ARRIVAL_RADIUS_M': 2.5, 'MAX_TICKS_PER_CELL': 400}",True
51,"[15, 37]","[-15.885190963745117, 122.28751373291016]","[25, 30]","[-50.0, 75.0]","[-57.467620849609375, 73.92066192626953, 0.1656465232372284]","[25, 28]",10,10.27119770040406,"[[15, 37], [16, 37], [17, 37], [18, 37], [19, 37], [20, 37], [21, 37], [22, 37], [23, 37]]","[16, 37]","[-15.0, 120.0]","[-15.885190963745117, 122.28751373291016, 0.1680867224931717]","[16, 37]",True,False,61,2.452811064992281,0,0,0,[False],[63],0.9999999999999996,1.0,0.8569273538312984,True,commit_expired,"[43, 37]","[44, 41]",search_info,algorithm_segment_path,holoocean_agent_proxy,static,simple_ring_v1,soft_clearance_astar_v1,ucb,dynamic_target_search_fastsv,"Phase 3D-1 fast search-USV controller run; sv uses control_scheme=0 fast controller, target remains control_scheme=1 waypoint proxy; OpenWater, no sonar/camera.",OpenWater,0,1,fast_twin_propeller_controller,"{'MAX_FORCE': 8000.0, 'MIN_FORCE': 1500.0, 'TURN_GAIN': 0.8, 'DIST_SLOW_RADIUS_M': 8.0, 'SV_ARRIVAL_RADIUS_M': 2.5, 'MAX_TICKS_PER_CELL': 400}",True
52,"[16, 37]","[-14.116373062133789, 117.2876968383789]","[25, 30]","[-50.0, 75.0]","[-55.165672302246094, 74.24880981445312, 0.1651943027973175]","[25, 29]",10,7.12596820006329,"[[16, 37], [17, 37], [18, 37], [19, 37], [20, 37], [21, 37], [22, 37], [23, 37]]","[17, 37]","[-15.0, 115.0]","[-14.116373062133789, 117.2876968383789, 0.17827075719833374]","[17, 37]",True,False,61,2.4524178660358147,0,0,0,[False],[63],1.0,1.0,0.7695018750669428,False,none,"[43, 37]","[44, 41]",search_info,algorithm_segment_path,holoocean_agent_proxy,static,simple_ring_v1,soft_clearance_astar_v1,ucb,dynamic_target_search_fastsv,"Phase 3D-1 fast search-USV controller run; sv uses control_scheme=0 fast controller, target remains control_scheme=1 waypoint proxy; OpenWater, no sonar/camera.",OpenWater,0,1,fast_twin_propeller_controller,"{'MAX_FORCE': 8000.0, 'MIN_FORCE': 1500.0, 'TURN_GAIN': 0.8, 'DIST_SLOW_RADIUS_M': 8.0, 'SV_ARRIVAL_RADIUS_M': 2.5, 'MAX_TICKS_PER_CELL': 400}",True
53,"[17, 37]","[-15.88491153717041, 112.29327392578125]","[25, 30]","[-50.0, 75.0]","[-53.580596923828125, 74.478759765625, 0.16471916437149048]","[25, 29]",10,4.931145717645212,"[[17, 37], [18, 37], [19, 37], [20, 37], [21, 37], [22, 37], [23, 37]]","[18, 37]","[-15.0, 110.0]","[-15.88491153717041, 112.29327392578125, 0.16878384351730347]","[18, 37]",True,False,61,2.4580833442512575,0,0,0,[False],[63],1.0000000000000002,1.0,0.8273910869470776,False,none,"[43, 37]","[44, 41]",search_info,algorithm_segment_path,holoocean_agent_proxy,static,simple_ring_v1,soft_clearance_astar_v1,ucb,dynamic_target_search_fastsv,"Phase 3D-1 fast search-USV controller run; sv uses control_scheme=0 fast controller, target remains control_scheme=1 waypoint proxy; OpenWater, no sonar/camera.",OpenWater,0,1,fast_twin_propeller_controller,"{'MAX_FORCE': 8000.0, 'MIN_FORCE': 1500.0, 'TURN_GAIN': 0.8, 'DIST_SLOW_RADIUS_M': 8.0, 'SV_ARRIVAL_RADIUS_M': 2.5, 'MAX_TICKS_PER_CELL': 400}",True
54,"[18, 37]","[-14.116169929504395, 107.29351806640625]","[25, 30]","[-50.0, 75.0]","[-52.48918151855469, 74.63782501220703, 0.16508670151233673]","[25, 29]",10,3.4194019191286364,"[[18, 37], [19, 37], [20, 37], [21, 37], [22, 37], [23, 37]]","[19, 37]","[-15.0, 105.0]","[-14.116169929504395, 107.29351806640625, 0.17803724110126495]","[19, 37]",True,False,61,2.4579220318073824,0,0,0,[False],[63],0.9999999999999999,1.0,0.8107460231077172,False,none,"[43, 37]","[44, 41]",search_info,algorithm_segment_path,holoocean_agent_proxy,static,simple_ring_v1,soft_clearance_astar_v1,ucb,dynamic_target_search_fastsv,"Phase 3D-1 fast search-USV controller run; sv uses control_scheme=0 fast controller, target remains control_scheme=1 waypoint proxy; OpenWater, no sonar/camera.",OpenWater,0,1,fast_twin_propeller_controller,"{'MAX_FORCE': 8000.0, 'MIN_FORCE': 1500.0, 'TURN_GAIN': 0.8, 'DIST_SLOW_RADIUS_M': 8.0, 'SV_ARRIVAL_RADIUS_M': 2.5, 'MAX_TICKS_PER_CELL': 400}",True
55,"[19, 37]","[-15.884700775146484, 102.29737854003906]","[25, 30]","[-50.0, 75.0]","[-51.73773193359375, 74.74723052978516, 0.16509029269218445]","[25, 30]",10,2.3784210605202083,"[[19, 37], [20, 37], [21, 37], [22, 37], [23, 37]]","[20, 37]","[-15.0, 100.0]","[-15.884700775146484, 102.29737854003906, 0.16890142858028412]","[20, 37]",True,False,61,2.461837447472275,0,0,0,[False],[63],1.0000000000000004,1.0,0.6883192485575134,False,none,"[43, 37]","[44, 41]",search_info,algorithm_segment_path,holoocean_agent_proxy,static,simple_ring_v1,soft_clearance_astar_v1,ucb,dynamic_target_search_fastsv,"Phase 3D-1 fast search-USV controller run; sv uses control_scheme=0 fast controller, target remains control_scheme=1 waypoint proxy; OpenWater, no sonar/camera.",OpenWater,0,1,fast_twin_propeller_controller,"{'MAX_FORCE': 8000.0, 'MIN_FORCE': 1500.0, 'TURN_GAIN': 0.8, 'DIST_SLOW_RADIUS_M': 8.0, 'SV_ARRIVAL_RADIUS_M': 2.5, 'MAX_TICKS_PER_CELL': 400}",True
56,"[20, 37]","[-14.116032600402832, 97.29764556884766]","[25, 30]","[-50.0, 75.0]","[-51.22041702270508, 74.8224868774414, 0.16523872315883636]","[25, 30]",10,1.661721423851845,"[[20, 37], [21, 37], [22, 37], [23, 37], [24, 37], [25, 37], [26, 37], [27, 37], [28, 37]]","[21, 37]","[-15.0, 95.0]","[-14.116032600402832, 97.29764556884766, 0.17777229845523834]","[21, 37]",True,False,61,2.4618232112797718,0,0,0,[False],[63],0.9999999999999998,1.0,0.7420594010006551,True,commit_expired,"[43, 37]","[44, 41]",search_info,algorithm_segment_path,holoocean_agent_proxy,static,simple_ring_v1,soft_clearance_astar_v1,ucb,dynamic_target_search_fastsv,"Phase 3D-1 fast search-USV controller run; sv uses control_scheme=0 fast controller, target remains control_scheme=1 waypoint proxy; OpenWater, no sonar/camera.",OpenWater,0,1,fast_twin_propeller_controller,"{'MAX_FORCE': 8000.0, 'MIN_FORCE': 1500.0, 'TURN_GAIN': 0.8, 'DIST_SLOW_RADIUS_M': 8.0, 'SV_ARRIVAL_RADIUS_M': 2.5, 'MAX_TICKS_PER_CELL': 400}",True
57,"[21, 37]","[-15.884550094604492, 92.30030059814453]","[25, 30]","[-50.0, 75.0]","[-50.864322662353516, 74.87428283691406, 0.1652754545211792]","[25, 30]",10,1.1683484175722885,"[[21, 37], [22, 37], [23, 37], [24, 37], [25, 37], [26, 37], [27, 37], [28, 37]]","[22, 37]","[-15.0, 90.0]","[-15.884550094604492, 92.30030059814453, 0.16885149478912354]","[22, 37]",True,False,61,2.4645104405721034,0,0,0,[False],[63],1.0,1.0,0.7343792652057116,False,none,"[43, 37]","[44, 41]",search_info,algorithm_segment_path,holoocean_agent_proxy,static,simple_ring_v1,soft_clearance_astar_v1,ucb,dynamic_target_search_fastsv,"Phase 3D-1 fast search-USV controller run; sv uses control_scheme=0 fast controller, target remains control_scheme=1 waypoint proxy; OpenWater, no sonar/camera.",OpenWater,0,1,fast_twin_propeller_controller,"{'MAX_FORCE': 8000.0, 'MIN_FORCE': 1500.0, 'TURN_GAIN': 0.8, 'DIST_SLOW_RADIUS_M': 8.0, 'SV_ARRIVAL_RADIUS_M': 2.5, 'MAX_TICKS_PER_CELL': 400}",True
58,"[22, 37]","[-14.115941047668457, 87.3005599975586]","[25, 30]","[-50.0, 75.0]","[-50.61921691894531, 74.90992736816406, 0.1653139293193817]","[25, 30]",10,0.8287373241235888,"[[22, 37], [23, 37], [24, 37], [25, 37], [26, 37], [27, 37], [28, 37]]","[23, 37]","[-15.0, 85.0]","[-14.115941047668457, 87.3005599975586, 0.17808137834072113]","[23, 37]",True,False,61,2.4645763395692053,0,0,0,[False],[63],1.0000000000000002,1.0,0.7426972596445912,False,none,"[43, 37]","[44, 41]",search_info,algorithm_segment_path,holoocean_agent_proxy,static,simple_ring_v1,soft_clearance_astar_v1,ucb,dynamic_target_search_fastsv,"Phase 3D-1 fast search-USV controller run; sv uses control_scheme=0 fast controller, target remains control_scheme=1 waypoint proxy; OpenWater, no sonar/camera.",OpenWater,0,1,fast_twin_propeller_controller,"{'MAX_FORCE': 8000.0, 'MIN_FORCE': 1500.0, 'TURN_GAIN': 0.8, 'DIST_SLOW_RADIUS_M': 8.0, 'SV_ARRIVAL_RADIUS_M': 2.5, 'MAX_TICKS_PER_CELL': 400}",True
59,"[23, 37]","[-15.884441375732422, 82.3023681640625]","[25, 30]","[-50.0, 75.0]","[-50.45051956176758, 74.9344711303711, 0.16531896591186523]","[25, 30]",10,0.5949838087751095,"[[23, 37], [24, 37], [25, 37], [26, 37], [27, 37], [28, 37]]","[24, 37]","[-15.0, 80.0]","[-15.884441375732422, 82.3023681640625, 0.16881690919399261]","[24, 37]",True,False,61,2.4664013683899837,0,0,0,[False],[63],1.0,1.0,0.7024299265012826,False,none,"[43, 37]","[44, 41]",search_info,algorithm_segment_path,holoocean_agent_proxy,static,simple_ring_v1,soft_clearance_astar_v1,ucb,dynamic_target_search_fastsv,"Phase 3D-1 fast search-USV controller run; sv uses control_scheme=0 fast controller, target remains control_scheme=1 waypoint proxy; OpenWater, no sonar/camera.",OpenWater,0,1,fast_twin_propeller_controller,"{'MAX_FORCE': 8000.0, 'MIN_FORCE': 1500.0, 'TURN_GAIN': 0.8, 'DIST_SLOW_RADIUS_M': 8.0, 'SV_ARRIVAL_RADIUS_M': 2.5, 'MAX_TICKS_PER_CELL': 400}",True
60,"[24, 37]","[-14.11587905883789, 77.3026123046875]","[25, 30]","[-50.0, 75.0]","[-50.33441162109375, 74.95135498046875, 0.1653459072113037]","[25, 30]",10,0.4340937179611013,"[[24, 37], [25, 37], [26, 37], [27, 37], [28, 37]]","[25, 37]","[-15.0, 75.0]","[-14.11587905883789, 77.3026123046875, 0.17763100564479828]","[25, 37]",True,False,61,2.466514395721147,0,0,0,[False],[63],1.0000000000000004,1.0,0.7204083114061399,False,none,"[43, 37]","[44, 41]",search_info,algorithm_segment_path,holoocean_agent_proxy,static,simple_ring_v1,soft_clearance_astar_v1,ucb,dynamic_target_search_fastsv,"Phase 3D-1 fast search-USV controller run; sv uses control_scheme=0 fast controller, target remains control_scheme=1 waypoint proxy; OpenWater, no sonar/camera.",OpenWater,0,1,fast_twin_propeller_controller,"{'MAX_FORCE': 8000.0, 'MIN_FORCE': 1500.0, 'TURN_GAIN': 0.8, 'DIST_SLOW_RADIUS_M': 8.0, 'SV_ARRIVAL_RADIUS_M': 2.5, 'MAX_TICKS_PER_CELL': 400}",True
61,"[25, 37]","[-17.75562286376953, 74.19709014892578]","[25, 30]","[-50.0, 75.0]","[-50.264034271240234, 74.96159362792969, 0.16532355546951294]","[25, 30]",10,0.32336354239846565,"[[25, 37], [25, 36], [25, 35], [25, 34], [25, 33], [25, 32], [25, 31], [25, 30], [25, 29]]","[25, 36]","[-20.0, 75.0]","[-17.75562286376953, 74.19709014892578, 0.21939578652381897]","[25, 36]",True,False,51,2.3836721583695404,0,0,0,[False],[63],1.0,1.0,0.7248219819496017,True,commit_expired,"[27, 29]","[24, 27]",search_info,algorithm_segment_path,holoocean_agent_proxy,static,simple_ring_v1,soft_clearance_astar_v1,ucb,dynamic_target_search_fastsv,"Phase 3D-1 fast search-USV controller run; sv uses control_scheme=0 fast controller, target remains control_scheme=1 waypoint proxy; OpenWater, no sonar/camera.",OpenWater,0,1,fast_twin_propeller_controller,"{'MAX_FORCE': 8000.0, 'MIN_FORCE': 1500.0, 'TURN_GAIN': 0.8, 'DIST_SLOW_RADIUS_M': 8.0, 'SV_ARRIVAL_RADIUS_M': 2.5, 'MAX_TICKS_PER_CELL': 400}",True
62,"[25, 36]","[-22.605146408081055, 74.78024291992188]","[25, 30]","[-50.0, 75.0]","[-50.22560119628906, 74.9671859741211, 0.1653333306312561]","[25, 30]",10,0.25624342993588006,"[[25, 36], [25, 35], [25, 34], [25, 33], [25, 32], [25, 31], [25, 30], [25, 29]]","[25, 35]","[-25.0, 75.0]","[-22.605146408081055, 74.78024291992188, 0.20360752940177917]","[25, 35]",True,False,34,2.40491515463052,0,0,0,[False],[63],0.9999999999999998,1.0,0.6848592853797746,False,none,"[27, 29]","[24, 27]",search_info,algorithm_segment_path,holoocean_agent_proxy,static,simple_ring_v1,soft_clearance_astar_v1,ucb,dynamic_target_search_fastsv,"Phase 3D-1 fast search-USV controller run; sv uses control_scheme=0 fast controller, target remains control_scheme=1 waypoint proxy; OpenWater, no sonar/camera.",OpenWater,0,1,fast_twin_propeller_controller,"{'MAX_FORCE': 8000.0, 'MIN_FORCE': 1500.0, 'TURN_GAIN': 0.8, 'DIST_SLOW_RADIUS_M': 8.0, 'SV_ARRIVAL_RADIUS_M': 2.5, 'MAX_TICKS_PER_CELL': 400}",True
63,"[25, 35]","[-28.19609260559082, 76.62564849853516]","[25, 30]","[-50.0, 75.0]","[-50.18069076538086, 74.97371673583984, 0.16530920565128326]","[25, 30]",10,0.21959482826950014,"[[25, 35], [25, 34], [25, 33], [25, 32], [25, 31], [25, 30], [25, 29]]","[25, 34]","[-30.0, 75.0]","[-28.19609260559082, 76.62564849853516, 0.18827177584171295]","[25, 34]",True,False,59,2.428335835174724,0,1,1,[True],[63],0.0,0.5,0.1273240847056947,False,none,"[27, 29]","[24, 27]",search_info,algorithm_segment_path,holoocean_agent_proxy,static,simple_ring_v1,soft_clearance_astar_v1,ucb,dynamic_target_search_fastsv,"Phase 3D-1 fast search-USV controller run; sv uses control_scheme=0 fast controller, target remains control_scheme=1 waypoint proxy; OpenWater, no sonar/camera.",OpenWater,0,1,fast_twin_propeller_controller,"{'MAX_FORCE': 8000.0, 'MIN_FORCE': 1500.0, 'TURN_GAIN': 0.8, 'DIST_SLOW_RADIUS_M': 8.0, 'SV_ARRIVAL_RADIUS_M': 2.5, 'MAX_TICKS_PER_CELL': 400}",True
